fiscalDateEnding,reportedEPS
1996-12-31,0.83
1997-12-31,0.58
1998-12-31,0.52
1999-12-31,0.52
2000-12-31,0.63
2001-12-31,0.29
2002-12-31,0.55
2003-12-31,0.76
2004-12-31,0.58
2005-12-31,0.87
2006-12-31,0.82
2007-12-31,0.7
2008-12-31,0.65
2009-12-31,-1.52
2010-12-31,0.88
2011-12-31,1.1
2012-12-31,1.03
2013-12-31,1
2014-12-31,1.28
2015-12-31,1.29
2016-12-31,1.46
2017-12-31,1.57
2018-12-31,1.22
2019-12-31,0.86
2020-12-31,0.14
2021-12-31,0.06
2022-12-31,-0.311
2023-12-31,-0.29
2024-12-31,-0.17
2025-12-31,-0.3759
2026-03-31,0
