fiscalDateEnding,reportedEPS
2011-12-31,1.7304
2012-12-31,3.84
2013-12-31,4.4
2014-12-31,5.1
2015-12-31,5.22
2016-12-31,6.28
2017-12-31,6.24
2018-12-31,5.27
2019-12-31,4.8
2020-12-31,1.84
2021-12-31,2.6
2022-12-31,3.4
2023-12-31,4.86
2024-12-31,6.32
2025-12-31,7.84
2026-03-31,0
