fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2011-01-31,USD,-19254,None,None,None,None,None,0,None,None,None,None,18550,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2012-01-31,USD,-23807,None,None,None,None,None,0,None,None,None,None,23875,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2013-01-31,USD,-2093214,None,None,None,None,12564,18288,None,24540,None,-18288,4103158,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-1999623
2014-01-31,USD,-3821598,None,None,None,None,33891,877522,None,-35709,None,-1172522,4727894,None,None,None,None,None,None,None,None,None,None,None,None,162933,None,None,-2947608
2015-01-31,USD,-5007364,None,None,None,None,170113,316831,None,-141341,None,-316831,4637550,None,None,None,None,None,None,None,None,None,None,None,None,266362,None,None,-4060476
2016-01-31,USD,-1260259,None,None,None,None,285516,208226,None,48418,None,-208226,1200912,None,None,None,None,None,None,None,None,None,None,None,None,245547,None,None,-3511618
2017-01-31,USD,357234,None,None,None,None,441585,552869,None,-248871,None,-552869,73233,None,None,None,None,None,None,None,None,None,None,None,None,598200,None,None,-301080
2018-01-31,USD,1315500,None,None,None,None,538322,1474816,None,-17653,None,-1474816,69831,None,None,None,None,None,None,None,None,None,None,None,None,428240,None,None,319740
2019-01-31,USD,1443408,None,None,None,None,679005,1033724,None,-523313,None,-1033724,-381597,None,None,None,None,None,None,None,None,None,None,None,None,162494,None,None,453499
2020-01-31,USD,1814689,None,None,None,None,749282,268106,None,101172,None,-268106,-1762399,None,None,None,None,34070,34070,None,None,None,None,None,None,93862,None,None,1532694
2021-01-31,USD,3698540,None,None,None,None,801312,451940,None,51206,None,-451940,-449723,None,None,None,None,34070,34070,None,None,None,None,None,None,52895,None,None,4067206
2022-01-31,USD,909841,None,None,None,None,1013900,862415,None,-474527,None,-11270957,8021154,None,None,None,None,34070,34070,None,None,None,None,None,None,32918,None,None,-251926
2023-01-31,USD,5509036,None,None,None,None,1762814,593214,None,-745088,None,-1093214,-888037,None,None,None,None,34070,34070,None,None,None,None,-1326650,None,110006,None,None,2302674
2024-01-31,USD,11621000,None,None,None,None,2471000,786000,None,263000,None,-1432000,-3545000,None,None,None,None,49000,49000,None,None,None,None,None,None,436000,None,None,6561000
2025-01-31,USD,5177000,None,None,None,None,1550000,5095000,None,-1507000,None,-5095000,-3954000,None,None,None,None,0,0,None,None,None,None,None,None,1099000,None,None,3711000
2026-01-31,USD,11421000,None,None,None,None,4889000,1654000,None,-3518000,None,-18965000,20345000,None,None,None,None,0,0,None,None,None,None,None,None,1963000,None,None,5286000
