fiscalDateEnding,reportedEPS
1996-10-31,1.2255
1997-10-31,1.49
1998-10-31,1.45
1999-10-31,1.75
2000-10-31,1.74
2001-10-31,0.85
2002-10-31,0.92
2003-10-31,1.17
2004-10-31,1.34
2005-10-31,1.61
2006-10-31,2.22
2007-10-31,2.92
2008-10-31,3.62
2009-10-31,3.84
2010-10-31,4.6
2011-10-31,4.87
2012-10-31,4.06
2013-10-31,3.56
2014-10-31,3.73
2015-10-31,3.6
2016-10-31,1.61
2017-10-31,1.65
2018-10-31,2.02
2019-10-31,2.23
2020-10-31,2.27
2021-10-31,3.79
2022-10-31,4.07
2023-10-31,3.31
2024-10-31,3.39
2025-10-31,3.13
2026-01-31,0.81
