fiscalDateEnding,reportedEPS
1996-12-31,0.18
1997-12-31,0.22
1998-12-31,0.28
1999-12-31,0.21
2000-12-31,0.17
2001-12-31,0.35
2002-12-31,0.43
2003-12-31,0.29
2004-12-31,0.4
2005-12-31,0.59
2006-12-31,1.14
2007-12-31,1.6
2008-12-31,1.81
2009-12-31,1.7
2010-12-31,1.86
2011-12-31,2.02
2012-12-31,2.66
2013-12-31,3.42
2014-12-31,4.01
2015-12-31,2.5
2016-12-31,0.55
2017-12-31,-0.15
2018-12-31,-0.71
2019-12-31,-0.83
2020-12-31,-0.26
2021-12-31,0.17
2022-12-31,0.3
2023-12-31,0.8
2024-12-31,1.25
2025-12-31,2.08
2026-03-31,0.3
