fiscalDateEnding,reportedEPS
1998-12-31,0.5468
1999-12-31,0.5375
2000-12-31,0.4138
2001-12-31,0.3175
2002-12-31,0.4075
2003-12-31,-0.0045
2004-12-31,0.428
2005-12-31,0
2006-12-31,-0.27
2007-12-31,-0.28
2008-12-31,5.3
2009-12-31,-0.63
2010-12-31,-0.7
2011-12-31,0.02
2012-12-31,0.09
2013-12-31,0.16
2014-12-31,0.6
2015-12-31,1.28
2016-12-31,1.08
2017-12-31,0.43
2018-12-31,0.74
2019-12-31,0.62
2020-12-31,0.2
2021-12-31,0.48
2022-12-31,0.25
2023-12-31,1.32
2024-12-31,0.32
2025-12-31,1.09
2026-03-31,0
