fiscalDateEnding,reportedEPS
2000-01-31,0.006
2001-01-31,0.004
2002-01-31,0.01
2003-01-31,0.007
2004-01-31,0.006
2005-01-31,0.009
2006-01-31,0.017
2007-01-31,0.0248
2008-01-31,0.039
2009-01-31,0.013
2010-01-31,0.011
2011-01-31,0.017
2012-01-31,0.024
2013-01-31,0.024
2014-01-31,0.0195
2015-01-31,0.029
2016-01-31,0.03
2017-01-31,0.064
2018-01-31,0.115
2019-01-31,0.166
2020-01-31,0.1453
2021-01-31,0.2505
2022-01-31,0.4445
2023-01-31,0.333
2024-01-31,1.297
2025-01-31,2.992
2026-01-31,4.78
