fiscalDateEnding,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage,reportTime
2015-03-31,2015-06-03,0.0712,None,0,None,post-market
2015-06-30,2015-08-11,0.02,0.11,-0.09,-81.8182,post-market
2015-09-30,2015-11-03,0.02,0.05,-0.03,-60,post-market
2015-12-31,2016-03-01,-0.03,0.03,-0.06,-200,post-market
2016-03-31,2016-05-03,-0.09,0.05,-0.14,-280,post-market
2016-06-30,2016-08-02,-0.07,-0.03,-0.04,-133.3333,post-market
2016-09-30,2016-11-01,-0.0014,-0.03,0.0286,95.3333,post-market
2016-12-31,2017-02-23,0.04,0.01,0.03,300,post-market
2017-03-31,2017-05-04,-0.005,0.03,-0.035,-116.6667,post-market
2017-06-30,2017-08-03,0.01,0.04,-0.03,-75,post-market
2017-09-30,2017-11-02,0.05,0.05,0,0,post-market
2017-12-31,2018-02-28,0.08,0.11,-0.03,-27.2727,pre-market
2018-03-31,2018-05-03,0.03,0.1,-0.07,-70,post-market
2018-06-30,2018-08-02,0.03,0.11,-0.08,-72.7273,post-market
2018-09-30,2018-11-01,0.08,0.07,0.01,14.2857,post-market
2018-12-31,2019-02-27,-0.02,0.12,-0.14,-116.6667,post-market
2019-03-31,2019-05-02,-0.02,0.07,-0.09,-128.5714,post-market
2019-06-30,2019-08-01,0.23,0.11,0.12,109.0909,post-market
2019-09-30,2019-10-31,0.41,0.17,0.24,141.1765,post-market
2019-12-31,2020-02-27,1.3,0.42,0.88,209.5238,post-market
2020-03-31,2020-04-30,0.01,0.08,-0.07,-87.5,post-market
2020-06-30,2020-07-30,-0.18,-0.21,0.03,14.2857,post-market
2020-09-30,2020-10-29,-0.3,-0.14,-0.16,-114.2857,post-market
2020-12-31,2021-02-25,-0.7,-0.32,-0.38,-118.75,post-market
2021-03-31,2021-04-29,-0.4,-0.37,-0.03,-8.1081,post-market
2021-06-30,2021-07-28,-0.39,-0.19,-0.2,-105.2632,post-market
2021-09-30,2021-10-28,-0.44,-0.0622,-0.3778,-607.3955,post-market
2021-12-31,2022-02-24,-0.19,0.13,-0.32,-246.1538,post-market
2022-03-31,2022-04-28,-1.06,-0.11,-0.95,-863.6364,post-market
2022-06-30,2022-07-27,0.11,0.15,-0.04,-26.6667,post-market
2022-09-30,2022-10-27,-0.23,0.52,-0.75,-144.2308,post-market
2022-12-31,2023-02-23,0.2,0.5,-0.3,-60,post-market
2023-03-31,2023-04-26,0.22,0.41,-0.19,-46.3415,post-market
2023-06-30,2023-07-26,0.46,0.3,0.16,53.3333,post-market
2023-09-30,2023-10-25,0.33,0.42,-0.09,-21.4286,post-market
2023-12-31,2024-02-22,1.09,0.44,0.65,147.7273,post-market
2024-03-31,2024-04-25,0.31,0.38,-0.07,-18.4211,post-market
2024-06-30,2024-07-23,0.52,0.47,0.05,10.6383,post-market
2024-09-30,2024-10-30,0.76,0.77,-0.01,-1.2987,post-market
2024-12-31,2025-02-20,0.8794,0.82,0.0594,7.2439,post-market
2025-03-31,2025-04-23,1.0186,0.8758,0.1428,16.3051,pre-market
2025-06-30,2025-07-21,1.646,1.29,0.356,27.5969,pre-market
2025-09-30,2025-10-27,1.1,1.21,-0.11,-9.0909,pre-market
2025-12-31,2026-02-19,1.2355,1.25,-0.0145,-1.16,pre-market
2026-03-31,2026-04-23,1.4645,1.53,-0.0655,-4.281,pre-market
