fiscalDateEnding,reportedEPS
1996-12-31,1.32
1997-12-31,1.54
1998-12-31,2.07
1999-12-31,2.07
2000-12-31,2.01
2001-12-31,1.38
2002-12-31,1.59
2003-12-31,1.93
2004-12-31,2.05
2005-12-31,2.23
2006-12-31,2.29
2007-12-31,2.83
2008-12-31,2.92
2009-12-31,3.13
2010-12-31,3.09
2011-12-31,3.29
2012-12-31,4.22
2013-12-31,4.89
2014-12-31,5.71
2015-12-31,6.19
2016-12-31,6.59
2017-12-31,6.54
2018-12-31,8.15
2019-12-31,9.16
2020-12-31,9.79
2021-12-31,12.02
2022-12-31,13.37
2023-12-31,14.14
2024-12-31,15.73
2025-12-31,18.26
2026-03-31,0
