fiscalDateEnding,reportedEPS
1996-12-31,0.63
1997-12-31,0.73
1998-12-31,0.87
1999-12-31,1.02
2000-12-31,1.21
2001-12-31,1.23
2002-12-31,1.49
2003-12-31,1.64
2004-12-31,1.91
2005-12-31,2.28
2006-12-31,2.52
2007-12-31,3.01
2008-12-31,2.66
2009-12-31,2.36
2010-12-31,2.7
2011-12-31,2.91
2012-12-31,3.44
2013-12-31,3.33
2014-12-31,3.92
2015-12-31,4.53
2016-12-31,5.35
2017-12-31,6.9
2018-12-31,8.5
2019-12-31,9.53
2020-12-31,11.69
2021-12-31,13.7
2022-12-31,11.17
2023-12-31,12.61
2024-12-31,15.71
2025-12-31,17.83
2026-03-31,0
