fiscalDateEnding,reportedEPS
1996-09-30,0.34
1997-09-30,0.46
1998-09-30,0.63
1999-09-30,0.76
2000-09-30,0.64
2001-09-30,0.6706
2002-09-30,0.99
2003-09-30,1.12
2004-09-30,1.26
2005-09-30,1.41
2006-09-30,1.58
2007-09-30,1.7
2008-09-30,1.47
2009-09-30,2.21
2010-09-30,2.61
2011-09-30,2.58
2012-09-30,2.86
2013-09-30,3.42
2014-09-30,3.83
2015-09-30,3.73
2016-09-30,4.02
2017-09-30,4.14
2018-09-30,4.56
2019-09-30,4.95
2020-09-30,1.37
2021-09-30,2.91
2022-09-30,2.73
2023-09-30,4.5
2024-09-30,4.86
2025-09-30,4.26
2026-03-31,0.33
