Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,OfficialSite,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,AnalystRatingStrongBuy,AnalystRatingBuy,AnalystRatingHold,AnalystRatingSell,AnalystRatingStrongSell,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,SharesFloat,PercentInsiders,PercentInstitutions,DividendDate,ExDividendDate
HRL,Common Stock,Hormel Foods Corporation,"Hormel Foods Corporation is an American company founded in 1891 in Austin, Minnesota, by George A. Hormel as George A. Hormel & Company. Originally focusing on the packaging and selling of ham, Spam, sausage and other pork, chicken, beef and lamb products to consumers; by the 1980s, Hormel began offering a wider range of packaged and refrigerated foods.",48465,NYSE,USD,USA,CONSUMER DEFENSIVE,PACKAGED FOODS,"1 HORMEL PLACE, AUSTIN, MN, UNITED STATES, 55912-3680",https://www.hormelfoods.com,October,2026-01-31,11737562000,1211613000,23.97,1.445,14.43,1.163,0.0542,0.89,22.06,0.0403,0.111,0.0443,0.0612,12144664000,1895735000,0.89,-0.051,-0.029,26.75,3,1,6,0,0,23.97,14.81,0.967,1.488,1.134,13.46,0.358,30.35,20.32,22.62,24.29,550284000,290710000,0.465,92.714,2026-05-15,2026-04-13
