fiscalDateEnding,reportedEPS
1996-10-31,0.14
1997-10-31,0.17
1998-10-31,0.21
1999-10-31,0.27
2000-10-31,0.31
2001-10-31,0.33
2002-10-31,0.34
2003-10-31,0.34
2004-10-31,0.39
2005-10-31,0.46
2006-10-31,0.52
2007-10-31,0.55
2008-10-31,0.53
2009-10-31,0.63
2010-10-31,0.77
2011-10-31,0.88
2012-10-31,0.94
2013-10-31,0.98
2014-10-31,1.12
2015-10-31,1.34
2016-10-31,1.64
2017-10-31,1.58
2018-10-31,1.78
2019-10-31,1.74
2020-10-31,1.67
2021-10-31,1.73
2022-10-31,1.83
2023-10-31,1.62
2024-10-31,1.58
2025-10-31,1.37
2026-04-30,0.34
