fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2006-06-30,USD,3619100000,6835600000,3216500000,3216500000,1298200000,2035100000,472300000,2320900000,None,None,None,72800000,None,None,None,246000000,1743000000,670600000,None,None,None,1434000000,1680000000,1554000000
2007-06-30,USD,4118899999,7800000000,3681100000,3681100000,1506500000,2206200000,486100000,2612400000,None,None,None,94900000,None,None,None,288800000,1623500000,602300000,None,None,None,1718400000,2007200000,1138700000
2008-06-30,USD,4541700000,8776500000,4234800000,4234800000,1726000000,2370400000,525900000,2815700000,None,None,None,80500000,None,None,None,319100000,1812000000,650300000,None,None,None,1892500000,2211600000,1235700000
2009-06-30,USD,4457000000,8867100000,4410100000,4410100000,1830000000,2197600000,499700000,2627000000,None,None,None,33299999,None,None,None,308100000,1904700000,576500000,None,None,None,1938000000,2246100000,1332600000
2010-06-30,USD,3898000000,8927700000,5029700000,5029700000,1770600000,2127400000,513900000,2127400000,None,None,None,8600000,None,101200000,None,309200000,1863200000,655900000,None,1207300000,None,1770600000,2079800000,1211400000
2011-06-30,USD,4660400000,9879500000,5219100000,5219100000,1824700000,2323300000,577200000,2835700000,None,None,None,8600000,None,116600000,None,318200000,1932700000,678500000,None,1254200000,None,1941300000,2259500000,1254200000
2012-06-30,USD,4961800000,10665200000,5703400000,5703400000,1959000000,2466200000,599900000,3002800000,None,None,None,7700000,None,170800000,None,323300000,2122100000,733600000,None,1388500000,None,2129800000,2453100000,1388500000
2013-06-30,USD,5250700000,11310100000,6059400000,6059400000,2039900000,2620600000,654300000,3210800000,None,None,None,9100000,None,96200000,None,317000000,2084300000,720200000,None,1364100000,None,2093400000,2410400000,1405800000
2014-06-30,USD,5621700000,12206500000,6584800000,6584800000,2222700000,2762400000,718000000,3399000000,None,None,None,6100000,None,72900000,None,336200000,2274600000,772000000,None,1502600000,None,2280700000,2616900000,1515900000
2015-06-30,USD,5035300000,10938500000,5903200000,5903200000,2014000000,2496900000,595400000,3021300000,None,None,None,6500000,None,63200000,None,277900000,2070700000,694200000,None,1376500000,None,2077200000,2355100000,1452500000
2016-06-30,USD,5354200000,11667800000,6313600000,6313600000,2248100000,2637000000,603700000,3106100000,None,6200000,1200000,56200000,None,100400000,None,288600000,2234700000,741300000,None,1493400000,None,2290900000,2579500000,1492500000
2017-06-30,USD,5647600000,12379800000,6732200000,6732200000,2418300000,2783200000,627500000,3229300000,None,-3300000,76700000,80000000,None,284300000,None,316100000,2531100000,797700000,None,1733400000,None,2611100000,2927200000,1733400000
2018-06-30,USD,6049100000,13327700000,7278600000,7278600000,2577900000,2971500000,635400000,3471200000,None,-19200000,83500000,102700000,None,-237900000,None,377600000,2171100000,550300000,None,1620800000,None,2385300000,2762900000,1620800000
2019-06-30,USD,6620300000,14175200000,7554900000,7554900000,3004600000,3064200000,636300000,3615700000,None,-32300000,97600000,129900000,None,111100000,None,409000000,3005600000,712800000,None,2292800000,None,3135500000,3544500000,2292800000
2020-06-30,USD,6705700000,14589800000,7884100000,7884100000,3141700000,3003000000,674100000,3564000000,None,-107100000,84500000,107100000,None,148000000,None,480000000,3182600000,716100000,None,2466500000,None,3289700000,3769700000,2466500000
2021-06-30,USD,6974000000,15005400000,8031400000,8031400000,3324600000,3040500000,716600000,3649400000,None,-23200000,36500000,59700000,None,96300000,None,510700000,3361200000,762700000,None,2598500000,None,3420900000,3931600000,2598500000
2022-06-30,USD,7730600000,16498300000,8767700000,8767700000,3803200000,3171500000,798600000,3927400000,None,410900000,492800000,86300000,None,82800000,None,515100000,3804100000,855200000,None,2948900000,None,3890400000,4405500000,2948900000
2023-06-30,USD,8805500000,18012200000,9206700000,9206700000,4506200000,3500600000,844800000,4299300000,None,709600000,962900000,257700000,None,183500000,None,549300000,4437600000,1025600000,None,3412000000,None,4695300000,5244600000,3412000000
2024-06-30,USD,9590600000,19202600000,9612000000,9612000000,4943000000,3744700000,955700000,4647600000,None,-120100000,241300000,365800000,None,None,None,561900000,4872300000,1120300000,None,3752000000,None,5238100000,5800000000,3752000000
2025-06-30,USD,10452200000,20560900000,10108700000,10108700000,5411900000,4051700000,988600000,5040300000,None,-136400000,319500000,455900000,None,None,None,486000000,5310100000,1230400000,None,4079700000,None,5756000000,6242000000,4079700000
