fiscalDateEnding,reportedEPS
1996-12-31,3.3892
1997-12-31,1.94
1998-12-31,2.15
1999-12-31,2.55
2000-12-31,2.85
2001-12-31,2.5
2002-12-31,2.82
2003-12-31,2.71
2004-12-31,3.04
2005-12-31,3.27
2006-12-31,3.78
2007-12-31,3.92
2008-12-31,3.29
2009-12-31,1.93
2010-12-31,3.15
2011-12-31,2.16
2012-12-31,2.08
2013-12-31,2.68
2014-12-31,3.12
2015-12-31,3.49
2016-12-31,4.03
2017-12-31,5.01
2018-12-31,6.07
2019-12-31,6.59
2020-12-31,7.11
2021-12-31,8.92
2022-12-31,9.15
2023-12-31,7.88
2024-12-31,9.42
2025-12-31,9.3
2026-03-31,2.47
