fiscalDateEnding,reportedEPS
1996-12-31,0.35
1997-12-31,0.5
1998-12-31,0.29
1999-12-31,0.06
2000-12-31,1.39
2001-12-31,2.2
2002-12-31,0.21
2003-12-31,1.29
2004-12-31,3.34
2005-12-31,6.68
2006-12-31,8.31
2007-12-31,8.17
2008-12-31,4.59
2009-12-31,-0.56
2010-12-31,1.66
2011-12-31,3.99
2012-12-31,5.59
2013-12-31,4.49
2014-12-31,6.59
2015-12-31,9.11
2016-12-31,3.72
2017-12-31,4.98
2018-12-31,7.28
2019-12-31,5.46
2020-12-31,-3.13
2021-12-31,2.44
2022-12-31,29.26
2023-12-31,24.71
2024-12-31,8.55
2025-12-31,10.65
2026-03-31,4.22
