fiscalDateEnding,reportedEPS
1996-12-31,1.49
1997-12-31,1.03
1998-12-31,1
1999-12-31,1.39
2000-12-31,2.16
2001-12-31,0.44
2002-12-31,1.12
2003-12-31,0.76
2004-12-31,1.42
2005-12-31,1.1
2006-12-31,1.46
2007-12-31,2.23
2008-12-31,2.02
2009-12-31,0.89
2010-12-31,2.05
2011-12-31,3.12
2012-12-31,2.47
2013-12-31,3.17
2014-12-31,3.04
2015-12-31,3.65
2016-12-31,3.36
2017-12-31,3.6
2018-12-31,5.34
2019-12-31,4.44
2020-12-31,2.8
2021-12-31,3.95
2022-12-31,3.88
2023-12-31,2.17
2024-12-31,2
2025-12-31,-0.55
2026-03-31,0
