fiscalDateEnding,reportedEPS
1996-12-31,0.29
1997-12-31,-0.12
1998-12-31,-0.268
1999-12-31,0.31
2000-12-31,0.74
2001-12-31,1.34
2002-12-31,1.84
2003-12-31,2.23
2004-12-31,2.58
2005-12-31,2.8
2006-12-31,3.32
2007-12-31,4.18
2008-12-31,4.58
2009-12-31,4.9
2010-12-31,5.57
2011-12-31,6.33
2012-12-31,6.9
2013-12-31,6.95
2014-12-31,6.74
2015-12-31,7.87
2016-12-31,8.73
2017-12-31,9.6
2018-12-31,11.12
2019-12-31,11.31
2020-12-31,23.91
2021-12-31,28.51
2022-12-31,19.88
2023-12-31,14.3
2024-12-31,14.57
2025-12-31,16.44
