fiscalDateEnding,reportedEPS
1996-12-31,1.21
1997-12-31,1.39
1998-12-31,1.43
1999-12-31,0.43
2000-12-31,0.56
2001-12-31,0.59
2002-12-31,0.69
2003-12-31,0.82
2004-12-31,1.22
2005-12-31,1.83
2006-12-31,2.6
2007-12-31,3.06
2008-12-31,3.7
2009-12-31,3.84
2010-12-31,5.02
2011-12-31,4.68
2012-12-31,5.2
2013-12-31,4.98
2014-12-31,5.05
2015-12-31,5.44
2016-12-31,5.71
2017-12-31,5.92
2018-12-31,7.19
2019-12-31,9.96
2020-12-31,11.61
2021-12-31,12.95
2022-12-31,12.88
2023-12-31,12.37
2024-12-31,13.11
2025-12-31,10.75
2026-03-31,2.9068
