fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
2006-12-31,USD,125072000,49198000,18561000,18561000,526000,27199000,75874000,71334000,None,2481000,2481000,2481000,None,None,None,776000,None,71833000,36228000,7588000,None,None,5810000,35605000,None,19190000,None,None,25000000,22830000,None,53239000,-24000,18133000,167000,16407250
2007-12-31,USD,133534000,61547000,12584000,12584000,646000,39797000,71987000,68746000,None,2481000,2481000,2481000,None,None,None,844000,None,43450000,29095000,14141000,None,None,7119000,14355000,None,None,None,None,None,12630000,None,90084000,None,35532000,216000,19976317
2008-12-31,USD,186322000,86437000,25712000,25712000,738000,55461000,99885000,84154000,None,3556000,3556000,12096000,None,None,None,18164000,None,80711000,39416000,13665000,None,None,5909000,41295000,None,28216000,None,None,34125000,8176000,None,105611000,None,50007000,216000,21979535
2009-12-31,USD,273157000,169969000,104736000,104736000,1472000,49770000,103188000,90790000,None,38000,38000,12096000,None,None,None,13991000,None,51491000,39209000,24907000,None,None,8351000,12282000,None,None,None,None,None,8354000,None,221666000,None,70037000,268000,23979943
2010-12-31,USD,307579000,119738000,23174000,23174000,2991000,63600000,187841000,155311000,None,5000,5000,32168000,None,None,None,29973000,None,60723000,43010000,25896000,None,None,12465000,17713000,None,None,None,None,None,12463000,None,246856000,None,91919000,270000,27165852
2011-12-31,USD,283087000,103195000,38979000,38979000,3361000,57203000,179892000,146107000,None,32168000,32168000,32168000,None,1410000,0,3652000,None,49451000,27355000,12351000,None,None,9136000,22096000,None,0,None,None,None,14801000,606000,233636000,-3003000,78805000,274000,26990059
2012-12-31,USD,317315000,128650000,43084000,43084000,4354000,77398000,188665000,151586000,None,627000,627000,34817000,None,1410000,0,3814000,None,92081000,72875000,31177000,None,None,12621000,19206000,None,0,None,None,12621000,26367000,564000,225184000,-3003000,66939000,275000,27138927
2013-12-31,USD,306208000,125278000,40859000,40859000,3520000,76766000,180930000,146695000,None,197000,197000,33798000,None,None,0,4133000,None,78396000,59805000,24772000,None,None,8564000,18591000,None,0,None,None,8564000,26010000,526000,227812000,-3003000,66567000,278000,27613054
2014-12-31,USD,352300000,151134000,38893000,38893000,6487000,99700000,201166000,167281000,None,87000,87000,33798000,None,None,0,6054000,None,115583000,90626000,23595000,None,None,33527000,24957000,None,3480000,33527000,None,37007000,32493000,566000,236717000,-3439000,73444000,279000,27787613
2015-12-31,USD,465500000,193117000,1345000,1345000,4867000,172795000,272383000,172207000,None,29319000,29319000,65982000,None,222000,0,19506000,None,237786000,118295000,54390000,None,None,12004000,119491000,None,98188000,12004000,None,110647000,18138000,1813000,227714000,-6540000,65384000,279000,27366528
2016-12-31,USD,447676000,195108000,305000,305000,5392000,177138000,252568000,162080000,None,22032000,22032000,66351000,None,733000,0,17040000,None,221472000,117520000,50016000,None,None,19188000,103952000,None,82077000,19188000,None,101265000,19946000,2493000,226204000,-6540000,61764000,283000,27536967
2017-12-31,USD,433285000,191789000,9086000,9086000,4386000,174193000,241496000,151193000,None,18175000,18175000,69483000,None,None,0,8169000,None,202019000,121992000,47184000,None,None,22756000,80027000,None,63185000,22756000,None,85941000,17873000,3573000,231266000,-6540000,62847000,288000,28354280
2018-12-31,USD,312870000,137056000,8684000,8684000,1056000,122316000,175814000,155601000,None,14787000,14787000,14787000,None,None,None,5000000,None,171285000,86306000,42759000,None,None,5991000,84979000,3045000,76119000,2946000,None,79065000,21996000,8759000,141585000,-6540000,-31861000,296000,28518353
2019-12-31,USD,394844000,211965000,1086000,1086000,1114000,204918000,182879000,139348000,None,12147000,12147000,12147000,None,None,None,4847000,None,256822999,149752000,70983000,None,None,11499000,107070999,43116000,68029000,3668000,None,96884000,16966000,37792000,138021000,-6540000,-37220000,303000,29322054
2020-12-31,USD,414189000,235402000,1589000,1589000,1548000,225836000,178787000,131952000,None,10077000,10077000,10077000,None,None,None,6429000,None,254695000,180613000,48968000,None,None,13234000,74082000,31803000,29523000,4344000,None,65670000,84637000,42750000,159494000,-6540000,-17000000,312000,30122362
2021-12-31,USD,351750000,197934000,12293000,12293000,1428000,176871000,153816000,135901000,None,8556000,8556000,None,None,None,None,7342000,None,203652000,161737000,49140000,None,None,46404000,41914999,46520000,259000,39141000,None,69208000,38594000,18942000,148098000,-6540000,-31560000,317000,30763527
2022-12-31,USD,367155000,220337000,3784000,3784000,2862000,205462000,146817999,106446000,None,7317000,7317000,None,None,None,None,8229000,None,229355000,189236000,88803000,None,None,43725000,40119000,46858000,716000,34956000,None,66561000,18466000,39192000,137800000,None,-44172000,328000,31402328
2023-12-31,USD,416893000,271816000,30938000,30938000,2699000,229285000,145077000,137132000,None,0,0,None,None,None,None,8894000,None,295418000,215916000,82821000,None,None,31372000,79502000,75747000,23740000,13453000,None,85490000,86995000,None,121475000,None,-62047000,333000,32346992
2024-12-31,USD,417317000,269328000,28316000,28316000,1974000,229954000,147989000,139005000,None,None,None,None,None,None,None,9084000,None,266638000,191173000,98449000,None,None,39530000,75465000,72162000,22751000,426000,None,94464000,5316000,308000,150679000,None,-63691000,397000,34783000
2025-12-31,USD,414652000,278162000,1588000,1588000,2432000,224889000,136490000,126967000,None,None,None,None,None,None,None,274142000,None,255620000,203907000,109132000,None,None,13724000,51713000,56936000,6085000,1789000,None,44297000,189789000,357000,159032000,None,-61203000,406000,39639250
