fiscalDateEnding,reportedEPS
1996-12-31,4.72
1997-12-31,5.41
1998-12-31,7.48
1999-12-31,4.49
2000-12-31,4.62
2001-12-31,-9.11
2002-12-31,-12.97
2003-12-31,-9.68
2004-12-31,-5.57
2005-12-31,-4.1
2006-12-31,1.17
2007-12-31,1.38
2008-12-31,-4.61
2009-12-31,-4.62
2010-12-31,-1.21
2011-12-31,-3.74
2012-12-31,-0.36
2013-12-31,2.9
2014-12-31,5.7
2015-12-31,9.12
2016-12-31,5.7
2017-12-31,4.9
2018-12-31,4.55
2019-12-31,4.91
2020-12-31,-19.87
2021-12-31,-8.38
2022-12-31,0.3
2023-12-31,2.64
2024-12-31,1.91
2025-12-31,0.35
2026-03-31,-0.4
