fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2005-12-31,USD,786505000,1753633000,967128000,967128000,346104000,304721000,0,440401000,None,None,None,532884000,None,None,None,170159000,146703000,48904000,None,0,None,346104000,516263000,97799000
2006-03-31,USD,881201000,1878533000,997332000,997332000,424372000,306656000,0,456025000,None,None,None,197386000,None,None,None,154508000,223092000,79055000,None,0,None,414157000,568665000,144037000
2006-06-30,USD,1030675000,2019185000,988510000,988510000,427739000,330225000,0,602705000,None,None,None,195345000,None,None,None,164611000,228747000,82353000,None,0,None,417653000,582264000,146394000
2006-09-30,USD,869044000,1901975000,1032931000,1032931000,427667000,302430000,0,441377000,None,None,None,193899000,None,None,None,163097000,230137000,73875000,None,0,None,419397000,582494000,156262000
2006-12-31,USD,733652000,1528265000,794613000,794613000,478470000,616168000,0,255182000,None,None,None,708902000,None,None,None,168607000,295950000,106647000,None,0,None,478470000,647077000,201571000
2007-03-31,USD,910390000,1929435000,1019045000,1019045000,445133000,285105000,0,465257000,None,None,None,184011000,None,None,None,166545000,255945000,92935000,None,0,None,446865000,613410000,168173000
2007-06-30,USD,902300000,1936416000,1034116000,1034116000,468973000,302187000,0,433327000,None,None,None,183429000,None,None,None,172929000,285535000,102637000,None,0,None,468973000,641902000,360172000
2007-09-30,USD,867256000,1897070000,1029814000,1029814000,464613000,286447000,0,402643000,None,None,None,180033000,None,None,None,163964000,283599000,99736000,None,0,None,471429000,635393000,183863000
2007-12-31,USD,872544000,1928716000,1056172000,1056172000,1485211000,1140363000,0,-612667000,None,None,None,708343000,None,None,None,201194000,1333349000,462575000,None,0,None,1485211000,1686405000,872211000
2008-03-31,USD,862609000,1883633000,1021024000,1021024000,341288000,320374000,0,520992000,None,None,None,149789000,None,None,None,194970000,185304000,66958000,None,0,None,341716000,536686000,118346000
2008-06-30,USD,871228000,1895719000,1024491000,1024491000,333784000,323811000,0,537444000,None,None,None,145304000,None,None,None,197610000,183308000,70207000,None,0,None,334415000,532025000,113101000
2008-09-30,USD,792215000,1785531000,993316000,993316000,241557000,326831000,0,550658000,None,None,None,144751000,None,None,None,201609000,95289000,34011000,None,0,None,239432000,441041000,61278000
2008-12-31,USD,539062000,1624512000,1085450000,1085450000,-1046232000,1278501000,0,1585180000,None,None,None,609286000,None,None,None,194667000,-1132889000,15122000,None,0,None,-1046118000,-851451000,-1148011000
2009-03-31,USD,614955000,1498795000,883840000,883840000,355099000,260797000,0,450087000,None,None,None,171636000,None,None,None,176858000,175376000,70177000,None,0,None,347012000,523870000,105199000
2009-06-30,USD,630573000,1494155000,863582000,863582000,131099000,273567000,0,503599000,None,None,None,201287000,None,None,None,174368000,-310387000,-97812000,None,0,None,-109100000,65268000,-212575000
2009-09-30,USD,644085000,1533223000,889138000,889138000,-963419000,290766000,0,1474611000,None,None,None,181899000,None,None,None,170651000,-1158248000,-407860000,None,0,None,-962562000,-791911000,-750388000
2009-12-31,USD,549670000,1452416000,902746000,902746000,-486655000,1100193000,0,1841091000,None,None,None,220609000,None,None,None,167396000,-719334000,-285416000,None,0,None,-498725000,-331329000,-433918000
