fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2006-12-31,USD,20645000,None,None,None,None,8672000,6894000,None,-7079000,None,3604000,10124000,None,None,None,None,None,None,None,None,None,None,1970000,None,5025000,None,None,12706000
2007-12-31,USD,23582000,None,None,None,None,10200000,1719000,None,-5395000,None,-40486000,1492000,None,None,None,None,None,None,None,None,None,None,4094000,None,3767000,None,None,11859000
2008-12-31,USD,15389000,None,None,None,None,11743000,2996000,None,-4287000,None,-5709000,220000,None,None,None,None,None,None,None,None,None,None,806000,None,3881000,None,None,-249686000
2009-12-31,USD,-12059000,None,None,None,None,8646000,587000,None,6922000,None,1687000,217000,None,None,None,None,None,None,None,None,None,None,3038000,None,3759000,None,None,-29628000
2010-12-31,USD,16322000,None,None,None,None,5775000,4363000,None,-5577000,None,-2774000,531000,None,None,None,None,None,None,None,None,None,None,-2097000,None,5439000,None,None,27015000
2011-12-31,USD,45444000,None,None,None,None,6323000,1622000,16172000,-35000,None,-71208000,51034000,None,None,None,None,None,None,None,None,None,None,-4257000,None,4802000,31239000,163000,25226000
2012-12-31,USD,22067000,None,None,None,None,5892000,2429000,None,-6701000,None,-14934000,468000,None,None,None,None,None,None,None,None,None,None,-8504000,None,4001000,None,None,43865000
2013-12-31,USD,6084000,None,None,None,None,6936000,4880000,-10376000,-6758000,None,-30024000,1436000,None,None,None,None,None,None,None,None,None,None,-5000000,None,4106000,-18150000,-442000,3458000
2014-12-31,USD,4290000,None,None,None,None,7113000,2084000,3861000,-9393000,None,-28528000,-12684000,None,None,None,None,None,None,None,None,None,None,-12845000,None,6242000,-10089000,-726000,-4640000
2015-12-31,USD,33793000,None,None,None,None,6096000,6055000,-12610000,-12529000,None,-9077000,-22969000,None,None,None,None,None,None,None,None,None,None,-20668000,None,7603000,3478000,-264000,17956000
2016-12-31,USD,46633000,None,None,None,None,5997000,5291000,-2707000,4003000,None,24469000,-78111000,None,None,None,None,None,None,None,None,None,None,-8044000,None,4775000,8908000,82000,36952000
2017-12-31,USD,64371000,None,None,None,None,5930000,11210000,-19523000,-4218000,None,-32522000,-2752000,None,None,None,None,None,None,None,None,None,None,-1358000,None,5670000,-12163000,-518000,32909000
2018-12-31,USD,35094000,None,None,None,None,6382000,7542000,15156000,-31545000,None,33772000,-23909000,None,None,None,None,None,None,None,None,None,None,-21069000,None,6062000,76315000,None,45096000
2019-12-31,USD,18146000,None,None,None,None,16410000,6802000,-9721000,-9338000,None,4104000,-4198000,None,None,None,None,None,None,None,None,None,None,-744000,None,10585000,18052000,None,1910000
2020-12-31,USD,105984000,None,None,None,None,67578000,3829000,-25816000,-42409000,None,-48599000,-53702000,None,None,None,None,None,None,None,None,None,None,-52000000,None,17662000,6047000,2364000,31025000
2021-12-31,USD,175281000,None,None,None,None,65801000,12039000,-27829000,-57175000,None,-141793000,2670000,None,None,None,None,None,None,None,None,None,None,-7403000,None,19542000,32882000,-3276000,142350000
2022-12-31,USD,136703000,None,None,None,None,64662000,18405000,-65140000,-93905000,None,-55691000,-68350000,None,None,None,None,None,None,None,None,None,None,-65257000,None,24426000,12662000,None,223334000
2023-12-31,USD,171973000,None,None,None,None,67212000,22573000,None,-16462000,None,-103387000,-9475000,None,None,None,None,None,None,None,None,None,None,-3197000,None,25513000,None,None,121159000
2024-12-31,USD,245676000,None,None,None,None,62309000,31903000,None,19943000,None,-226547000,-35673000,None,None,None,None,None,None,None,None,None,None,-25069000,None,28577000,None,None,201670000
2025-12-31,USD,328315000,None,None,None,None,60439000,28513000,None,-3029000,None,-121568000,-75150000,None,None,None,None,None,None,None,None,None,None,-75015000,None,27617000,None,None,136759000
