fiscalDateEnding,reportedEPS
1997-12-31,0.45
1998-12-31,0.3282
1999-12-31,0.28
2000-12-31,1.14
2001-12-31,0.08
2002-12-31,-0.69
2003-12-31,-0.96
2004-12-31,0.38
2005-12-31,-0.27
2006-12-31,-1.05
2007-12-31,-0.23
2008-12-31,-0.68
2009-12-31,-0.72
2010-12-31,1.66
2011-12-31,1.3
2012-12-31,0.22
2013-12-31,-0.41
2014-12-31,-0.22
2015-12-31,0.43
2016-12-31,1.08
2017-12-31,1.24
2018-12-31,2.38
2019-12-31,1.12
2020-12-31,1.93
2021-12-31,3.86
2022-12-31,5.51
2023-12-31,3.73
2024-12-31,4.82
2025-12-31,4.94
2026-03-31,0
