fiscalDateEnding,reportedEPS
1996-12-31,7.45
1997-12-31,4.35
1998-12-31,0.5
1999-12-31,-0.95
2000-12-31,6
2001-12-31,5.2
2002-12-31,1.95
2003-12-31,7.95
2004-12-31,8.2
2005-12-31,11
2006-12-31,7.95
2007-12-31,7.7
2008-12-31,17.85
2009-12-31,-4.05
2010-12-31,-0.8
2011-12-31,-1.1
2012-12-31,-8.9
2013-12-31,-7.55
2014-12-31,-0.15
2015-12-31,-20.7
2016-12-31,-15.05
2017-12-31,-3.93
2018-12-31,-1.01
2019-12-31,0.73
2020-12-31,0.28
2021-12-31,1.18
2022-12-31,3.74
2023-12-31,0.469
2024-12-31,-0.24
2025-12-31,0.56
2026-03-31,0
