fiscalDateEnding,reportedEPS
1996-12-31,2.41
1997-12-31,2.76
1998-12-31,2.85
1999-12-31,3.18
2000-12-31,3.57
2001-12-31,3.9697
2002-12-31,3.42
2003-12-31,2.57
2004-12-31,2.37
2005-12-31,3.29
2006-12-31,3.13
2007-12-31,2.96
2008-12-31,2.39
2009-12-31,2.28
2010-12-31,3.04
2011-12-31,2.99
2012-12-31,3.5
2013-12-31,3.66
2014-12-31,3.58
2015-12-31,3.91
2016-12-31,3.94
2017-12-31,4.35
2018-12-31,4.54
2019-12-31,4.78
2020-12-31,4.88
2021-12-31,5.47
2022-12-31,4.27
2023-12-31,4.4098
2024-12-31,5.22
2025-12-31,5.06
2026-03-31,0
