fiscalDateEnding,reportedEPS
1996-12-31,0.1
1997-12-31,0.1
1998-12-31,0.13
1999-12-31,0.18
2000-12-31,0.19
2001-12-31,0.22
2002-12-31,0.27
2003-12-31,0.31
2004-12-31,0.4
2005-12-31,0.46
2006-12-31,0.54
2007-12-31,0.61
2008-12-31,0.73
2009-12-31,0.88
2010-12-31,1
2011-12-31,1.11
2012-12-31,1.22
2013-12-31,1.4
2014-12-31,1.52
2015-12-31,1.63
2016-12-31,1.77
2017-12-31,1.94
2018-12-31,2.27
2019-12-31,2.48
2020-12-31,2.83
2021-12-31,3.03
2022-12-31,2.97
2023-12-31,3.16
2024-12-31,2.35
2025-12-31,3.52
2026-03-31,0
