fiscalDateEnding,reportedEPS
1998-12-31,-2.059
1999-12-31,-1.0286
2000-12-31,-1.231
2001-12-31,-0.7564
2002-12-31,0.1745
2003-12-31,0.276
2004-12-31,0.2163
2005-12-31,0.11
2006-12-31,0.11
2007-12-31,0.57
2008-12-31,0.66
2009-12-31,0.5
2010-12-31,0.54
2011-12-31,1.47
2012-12-31,1.09
2013-12-31,0.75
2014-12-31,0.92
2015-12-31,0.58
2016-12-31,0.64
2017-12-31,0.24
2018-12-31,0.51
2019-12-31,1.86
2020-12-31,1.96
2021-12-31,3.9
2022-12-31,4.5
2023-12-31,3.94
2024-12-31,1.86
2025-12-31,0.4295
2026-03-31,0.8599
