fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2006-12-31,USD,-62903000,None,None,None,None,24737000,101886000,None,-58299000,None,-69154000,141579000,None,None,None,None,2808000,2808000,None,None,None,None,None,None,2891000,None,None,36347000
2007-12-31,USD,-164334000,None,None,None,None,26253000,76360000,None,-206447000,None,-63597000,226833000,None,None,None,None,3929000,3929000,None,None,None,None,None,None,4374000,None,None,68784000
2008-12-31,USD,278664000,None,None,None,None,29767000,118325000,None,3074000,None,-107961000,-111321000,None,None,None,None,5885000,5885000,None,None,None,None,-924000,None,4050000,None,None,32900000
2009-12-31,USD,180241000,None,None,None,None,36020000,41525000,None,32227000,None,-63409000,-52585000,None,None,None,None,6346000,6346000,None,None,None,None,-229000,None,2747000,None,None,39566000
2010-12-31,USD,-239285000,None,None,None,None,38913000,49251000,-848000,-214171000,None,-89005000,211580000,None,None,None,None,6581000,6581000,None,None,None,None,260086000,None,2589000,-116710000,None,64881000
2011-12-31,USD,290265000,None,None,None,None,40837000,108323000,-15708000,-114427000,None,-85997000,-213097000,None,None,None,None,8153000,8153000,None,None,None,None,-3040000,None,4071000,-8829000,None,96825000
2012-12-31,USD,328482000,None,None,None,None,48977000,180498000,-21737000,122428000,None,-290557000,79903000,None,None,None,None,11166000,11166000,None,None,None,None,228065000,None,3990000,117828000,None,75565000
2013-12-31,USD,337188000,None,None,None,None,55307000,139370000,35446000,162443000,None,-106261000,-60060000,None,None,None,None,11986000,11986000,None,None,None,None,43784000,None,4339000,170867000,None,95702000
2014-12-31,USD,-10071000,None,None,None,None,62005000,149742000,-1703000,-172040000,None,-89738000,-94572000,None,None,None,None,12485000,12485000,None,None,None,None,3405000,None,8581000,-194381000,None,122645000
2015-12-31,USD,154134000,None,None,None,None,78456000,187501000,45058000,73350000,None,-238480000,33392000,None,None,None,None,15921000,15921000,None,None,None,None,-49089000,None,1899000,-50954000,None,-11322000
2016-12-31,USD,39585000,None,None,None,None,84325000,163008000,-26429000,28165000,None,-28218000,-12487000,None,None,None,None,17362000,17362000,None,None,None,None,109787000,None,6987000,-1120000,None,14470000
2017-12-31,USD,75285000,None,None,None,None,86412000,177622000,9781000,16141000,None,-113494000,10498000,None,None,None,None,18152000,18152000,None,None,None,None,-377000,None,6097000,-27711000,None,42609000
2018-12-31,USD,-35519000,None,None,None,None,90297000,309584000,-24788000,-44060000,None,-185993000,209186000,None,None,None,None,18639000,18639000,None,None,None,None,36736000,None,6624000,-12326000,None,41225000
2019-12-31,USD,348562000,None,None,None,None,146166000,270477000,1487000,-1578000,None,-325032000,8707000,None,None,None,None,22118000,22118000,None,None,None,None,4714000,None,16229000,32302000,65000,15060000
2020-12-31,USD,-74432000,None,None,None,None,188638000,104886000,-128502000,-139499000,None,-86756000,136296000,None,None,None,None,23004000,23004000,None,None,None,None,-1746000,None,10183000,-25772000,-880000,-14215000
2021-12-31,USD,-51050000,None,None,None,None,178934000,81805000,-184002000,-528073000,None,487248000,-248769000,None,None,None,None,23746000,23746000,None,None,None,None,11297000,None,11038000,187321000,-108000,135866000
2022-12-31,USD,287117000,None,None,None,None,134742000,139742000,-391403000,56859000,None,-52902000,-334730000,None,None,None,None,24609000,24609000,None,None,None,None,-12721000,None,11192000,-100515000,None,166979000
2023-12-31,USD,946750000,None,None,None,None,125106000,150443000,None,572235000,None,-153879000,-263993000,None,None,None,None,25373000,25373000,None,None,None,None,-1747000,None,12857000,None,None,101190000
2024-12-31,USD,331506000,None,None,None,None,127804000,149187000,None,87906000,None,-163074000,-250359000,None,None,None,None,26273000,26273000,None,None,None,None,-2295000,None,13629000,None,None,170700000
2025-12-31,USD,176998000,None,None,None,None,133323000,233123000,None,-72399000,None,-195315000,-447148000,None,None,None,None,26848000,26848000,None,None,None,None,-15366000,None,16984000,None,None,95713000
