fiscalDateEnding,reportedEPS
1996-12-31,0.2
1998-12-31,0.25
1999-12-31,0.3318
2000-12-31,0.43
2001-12-31,0.4031
2002-12-31,0.5976
2003-12-31,0.5671
2004-12-31,0.8489
2005-12-31,1.1235
2006-12-31,1.34
2007-12-31,2.38
2008-12-31,1.17
2009-12-31,1.4
2010-12-31,2.38
2011-12-31,3.4
2012-12-31,2.82
2013-12-31,2.83
2014-12-31,3.84
2015-12-31,1.45
2016-12-31,0.41
2017-12-31,1.41
2018-12-31,1.81
2019-12-31,1.3
2020-12-31,0.08
2021-12-31,3.06
2022-12-31,4.05
2023-12-31,3.44
2024-12-31,3.47
2025-12-31,3.24
2026-03-31,0
