fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
2014-03-31,None,None,10047340,-10047340,-10047340,None,None,-10047340,None,None,None,None,None,None,None,20094680,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,25623438,None,None,None,512148
2014-06-30,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,512148
2014-09-30,None,58753888,1147032,268066,268066,None,872525,57606856,None,None,None,None,None,None,None,None,6441,None,10556272,1514079,227105,None,None,None,9042193,None,None,None,None,9003860,1286974,None,48197616,None,None,48197616,512148
2014-12-31,None,58753888,1147032,268066,268066,None,872525,57606856,None,None,None,None,None,None,None,None,6441,None,10556272,1514079,227105,None,None,None,9042193,None,None,None,None,9003860,1286974,None,48197616,None,None,48197616,512148
2015-03-31,None,None,268066,-268066,-268066,None,None,-268066,None,None,None,None,None,None,None,536132,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,48197616,None,None,None,855412
2015-09-30,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,604137
2015-12-31,USD,27905790,2158929,379741,379741,-1371540,407648,25746861,25699846,None,None,None,None,None,None,None,1371540,None,13666368,2020852,1983662,None,None,11448860,11645516,None,11448860,11448860,None,11448860,37190,None,14239422,None,None,14239422,1106687
2016-03-31,USD,22387175,783413,369697,369697,None,413716,21603762,None,None,None,None,None,None,None,None,None,None,12046051,569800,478839,None,None,None,11476251,None,None,None,None,11298860,90961,None,10341124,None,None,10341124,1106687
2016-06-30,USD,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1106687
2016-09-30,USD,20784733,1201296,679635,679635,1,396390,19583437,None,None,None,None,None,None,None,None,125271,None,12109530,1064739,912209,None,None,None,11044791,None,None,None,None,10898860,152530,None,8675203,None,None,8675203,1106687
2016-12-31,USD,20538731,1324351,505880,505880,None,818471,19214380,19201334,None,None,None,None,None,None,None,None,None,11906869,1170383,1030862,None,None,10598860,10736486,None,10598860,10598860,None,10598860,139521,None,8631862,None,None,8631862,1106687
2017-03-31,USD,279788000,10778000,3892000,3892000,-24000,6609996,269010000,236794,None,0,0,0,None,None,0,300004,None,5762000,1884000,664859,None,None,3877500,3878000,None,3877000,3877500,None,3878000,1219141,None,273657870,0,0,273700000,16332708
2017-06-30,USD,289919000,10983000,5827000,5827000,-6000,4962172,278936000,209825,None,0,0,0,None,None,0,199828,None,19630000,1365000,397217,None,None,18265090,18265000,None,18265000,18265090,None,18265000,967783,None,270288690,0,0,270300000,16422446
2017-09-30,USD,290406599,11986777,6226479,6226479,1,5501513,278419822,204343,None,0,0,0,None,None,0,258785,None,24513493,2299403,152569,None,None,22214090,22214090,None,22214000,22214090,None,22214090,2146834,None,265893106,0,0,265900000,16503664
2017-12-31,USD,295291000,12655000,5625000,5625000,0,6793000,282636000,165232,None,0,0,0,None,None,0,237000,None,33226000,2247000,316000,None,None,509125,30979000,None,30844000,30843593,None,30844000,1931000,None,262065434,0,0,262100000,16509799
2018-03-31,USD,237201565,13768406,6836524,6836524,-100000,6931882,223433159,128776,None,0,0,0,None,None,0,100000,None,33352791,2268244,695280,None,None,31374880,31084547,None,30843593,30843593,None,30843593,1572964,None,203848774,0,0,203800000,16345117
2018-06-30,USD,249318570,15159036,8334632,8334632,-100000,6824404,234159534,107889,None,0,0,0,None,None,0,100000,None,50439155,6866597,5239072,None,None,43973356,43572558,None,42972997,42972997,None,42972997,1627525,None,198879415,0,0,198900000,16809149
2018-09-30,USD,683893161,34452261,16527967,16527967,-17924294,17924294,649440900,452634,None,0,0,0,None,None,0,17924294,None,159096391,6266605,1502054,None,None,152123836,152829786,None,148309544,None,None,148309544,4764551,None,315345893,0,-67904422,247441470,16853856
2018-12-31,USD,753285000,37614000,15774000,15774000,2981000,18809000,715671000,429602,None,None,None,None,None,None,None,50000,None,91110000,3800000,1331000,None,None,87309544,87310000,None,87309544,None,None,174619084,2469000,None,294965598000,None,-69449006,294965600,16898563
2019-03-31,USD,906158000,35588000,13544000,13544000,30000,21471000,870570000,867649320,None,None,None,None,None,None,None,543000,None,93280000,4410000,1164000,None,None,88277083,88870000,592707,87309540,None,None,175586623,3246000,593000,301950314,None,-70275978,301950310,17971300
2019-06-30,USD,868725908,38092919,16887771,16887771,-1,19247899,830632989,827883730,None,None,None,None,None,None,None,1957250,None,93606506,5390084,1184477,None,None,87600906,88216422,615516,87309540,None,None,174910446,4205607,None,338287062,None,-71820563,338287060,21727185
2019-09-30,USD,828745000,40053000,20298000,20298000,2885407,17374000,788692000,781368560,None,None,None,None,None,2885037,2885037,-504407,None,101497000,6799000,1132000,None,None,91261477,94698000,3436847,91261480,None,None,182522957,5667000,None,343138843,None,-73365147,343138840,22399748
2019-12-31,USD,748594000,34140000,14204000,14204000,2952334,19248000,714454000,709168283,None,None,None,None,None,2952264,2952264,-2264334,None,108699000,5440000,1208000,None,None,100135477,103259000,3124416,100135480,None,None,200270957,4232000,None,283827721000,None,-74909732,283827720,22608400
2020-03-31,USD,680255463,36663755,14480867,14480867,4372759,14843566,643591708,625142695,None,None,None,None,None,4372757,4372757,2966563,None,108459900,4179142,757157,None,None,101223602,104280758,3057156,101223600,None,None,202447202,3421985,None,368296195,None,-40819707,368296200,30528819
2020-06-30,USD,695357961,26648382,11262351,11262351,None,12154448,668709579,662876779,None,None,None,None,None,4148310,4148310,3231583,None,180945262,5882545,1190215,None,None,172073962,175062717,2988755,171723600,None,None,343797562,4692330,None,329836312,None,-371271484,329836312,34650317
2020-09-30,USD,665451384,29334011,12347689,12347689,-16986322,16986322,636117373,1166660,None,None,None,None,None,4707165,4707165,16986322,None,183150107,7830684,995574,None,None,2919194,175319423,2919194,169700650,None,None,172619847,6835110,None,368137796,None,None,326087159,35423112
2020-12-31,USD,564634000,28332000,9805000,9805000,0,18527000,536302000,1964660,None,None,None,None,None,5134951,5134951,547729605,None,186333000,8767000,889000,None,None,2848452,177566000,2848452,171550142,None,None,174398592,7878000,None,378300840,None,None,258632000,37477152
2021-03-31,USD,563979517,34450244,8124335,8124335,-26325909,26325909,529529273,2111648,None,None,None,None,None,5048254,None,26325909,None,195698570,15827343,1042416,None,None,188186334,179871227,2796946,168534231,None,None,356720564,14784927,None,252302277,None,-295583844,252302000,37693469
2021-06-30,USD,559331835,38229389,12960623,12960623,-25268766,25268766,521102446,510915786,None,None,None,None,None,4917690,None,25268766,None,202301317,28750178,1028355,None,None,193657678,173551139,2715212,162934231,None,None,356591908,27721823,None,285909158,None,-329806190,285909158,41124489
2021-09-30,USD,557048907,44877380,12698756,12698756,-32178624,32178624,512171527,2257936,None,None,None,None,None,4689604,4690000,32178624,None,245085543,41077372,1028487,None,None,121409,204008171,2639197,192709601,None,None,195348798,40048885,479167,291815368,None,25923993,271408240,60511314
2021-12-31,USD,601487000,45417000,7052000,7052000,-307,38198738,556070000,545525000,None,None,None,None,None,4739000,-178,166569,None,252637000,28321000,811019,None,None,486045,224316000,2561000,217116000,None,None,219677000,27509981,448000,329599000,None,105662922,329598420,62713187
2022-03-31,USD,844084000,56567000,10588000,10588000,-237492030,43877000,787517000,1529693,None,None,None,None,None,4560000,360,239594030,None,294533000,48994000,1894000,None,None,277381177,245539000,2482000,226516000,None,None,503897087,47100000,882000,462633565,None,112.99,462633565,45942829
2022-06-30,USD,839425041,71886100,14104554,14104554,-237561291,55740988,767538941,523793000,None,None,None,None,None,1137528,None,2040558,None,276202747,42922656,1552991,None,None,243227,233280091,2401557,216115911,None,None,218517468,41369665,385417,475680560,None,68683689,475680560,65543669
2022-09-30,USD,821511790,65538145,16554722,16554722,-48983423,48983423,755973645,1036281,None,None,None,None,None,1161255,None,48983423,None,247767367,30771012,874180,None,None,121818,216996355,2319960,203915910,None,None,206235871,29896832,834774,485473741,None,107027475,485473741,65543412
2022-12-31,USD,1076746000,75192000,24636000,24636000,-3562912,50556000,1001554000,953781,None,None,None,None,None,0,None,3562912,None,263337000,18767000,1210337,None,None,487787,244570000,2236000,233016000,None,None,235252000,17068876,836000,602615996,None,217592.41,602615996,69913842
2023-03-31,USD,1045638000,58062000,19077000,19077000,-38984797,38984797,987576000,865878,None,None,None,None,None,None,None,38985000,None,243639000,8141000,919816,None,None,842641,235498000,2151000,223916000,None,None,226067000,6378543,1157000,593078510,None,None,593078510,79757979
2023-06-30,USD,934188359,70716202,20779119,20779119,-48142112,48142195,863472157,771872,None,None,None,None,None,None,None,49937000,None,282236235,10139259,1369894,None,None,511916,272096976,2066030,269600000,None,None,271666030,8769365,260417,597220000,None,None,597219951,82959981
2023-09-30,USD,1389785000,105194000,39529000,39529000,-64176128,64175939,1284591000,1278404110,None,None,None,None,None,None,None,65665189,None,329280000,15145000,3186244,None,None,511916,314135000,1978000,310400000,None,None,312378000,11958756,229000,1010167551,None,None,696138622,94969077
2023-12-31,USD,1337789216,103140412,30992670,30992670,-60719265,60720007,1234648804,None,None,None,None,None,None,None,None,72147000,None,309322464,12976760,6594736,None,None,488725,296345704,1887693,294200000,None,None,296087693,6382024,197917,871274937,None,None,556851365,115412176
2024-03-31,USD,1291071117,103306854,39679620,39679620,None,57553343,1187764263,None,None,None,None,None,None,None,None,6073891,None,300940496,12179778,6854075,None,None,None,288760718,1795924,285359776,None,None,287155700,5325703,166667,956232230,None,None,641414015,72112056
2024-06-30,USD,1242801295,88930892,30945157,30945157,None,53218203,1153870403,None,None,None,None,None,None,None,None,4767532,None,284353143,15657509,6501900,None,None,609533,268695634,1701904,265759776,None,None,267707047,8546076,135420,1038090817,None,None,722877961,116593560
2024-09-30,USD,1214671074,92169890,34706176,34706176,None,50645725,1122501184,1114947690,None,None,None,None,None,None,176,6817989,None,271611428,17740295,6865000,None,None,122897,253871133,1604893,252159776,None,None,253764669,10752398,104169,847627345,None,None,532019845,116414000
2024-12-31,USD,1119914763,85267081,34168424,34168424,None,48695060,1034647682,1028819550,None,None,None,None,None,None,-424,2403597,None,256420228,12745863,6505000,None,None,489139,243674365,3562110,239159776,None,None,242721886,5751724,72920,780223709,None,None,464221566,116231325
2025-03-31,USD,1325868000,99381000,35628000,35628000,None,60998000,1226487000,1221759100,None,None,None,None,None,None,None,2755000,None,322201000,16522000,5474000,None,None,701663,305679000,4652678,298996274,None,None,304351000,10346337,41670,911352000,None,None,594955000,127947000
2025-06-30,USD,1284936000,88249000,34524000,34524000,None,47989000,1196687000,1191525000,None,None,None,4895000,None,None,None,5736000,None,483533000,16184999,3093000,None,None,324000,467348000,4573000,462096000,None,None,466669000,12767999,10000,715033000,None,None,556638000,122924000
2025-09-30,USD,1253813000,88366000,40003000,40003000,None,43762000,1165447000,1160498000,None,None,None,None,None,None,None,4601000,None,469391000,16402000,4502000,None,None,0,452989000,4493000,448496000,None,None,452989000,11900000,None,700361000,None,None,541767000,118213000
2025-12-31,USD,1229340000,88483000,43977000,43977000,None,36582000,1140857000,1128548000,None,None,None,None,None,None,None,7924000,None,456180000,10241000,3144000,None,None,658000,445939000,4411000,441500000,None,None,450980000,6439000,None,690638000,None,None,531845000,118058116
