fiscalDateEnding,reportedEPS
1996-12-31,2.56
1997-12-31,2.93
1998-12-31,3.12
1999-12-31,3.25
2000-12-31,3.7
2001-12-31,4.04
2002-12-31,4.57
2003-12-31,4.62
2004-12-31,4.73
2005-12-31,5.11
2006-12-31,5.35
2007-12-31,4.39
2008-12-31,1.66
2009-12-31,1.76
2010-12-31,1.9
2011-12-31,2.03
2012-12-31,2.21
2013-12-31,2.38
2014-12-31,2.57
2015-12-31,2.79
2016-12-31,3.03
2017-12-31,3.39
2018-12-31,3.99
2019-12-31,4.21
2020-12-31,4.36
2021-12-31,4.61
2022-12-31,4.84
2023-12-31,4.95
2024-12-31,5.13
2025-12-31,5.42
2026-03-31,0
