fiscalDateEnding,reportedEPS
1996-12-31,1.89
1997-12-31,1.85
1998-12-31,2.18
1999-12-31,2.1
2000-12-31,2.82
2001-12-31,2.82
2002-12-31,2.06
2003-12-31,1.62
2004-12-31,0.53
2005-12-31,0.69
2006-12-31,1.08
2007-12-31,1.17
2008-12-31,1.3
2009-12-31,1.01
2010-12-31,0.98
2011-12-31,1.22
2012-12-31,1.28
2013-12-31,1.19
2014-12-31,1.14
2015-12-31,1.1
2016-12-31,1.16
2017-12-31,1.37
2018-12-31,1.6
2019-12-31,1.79
2020-12-31,1.49
2021-12-31,1.64
2022-12-31,1.38
2023-12-31,1.5
2024-12-31,1.62
2025-12-31,1.77
2026-03-31,0.56
