fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2019-12-31,USD,2106545,None,None,None,None,457734,3612620,None,None,None,-3612620,1460566,None,None,None,None,None,None,None,None,None,None,None,None,437130,None,None,-3089956
2020-03-31,USD,-4919000,None,None,None,None,465000,763000,None,None,None,-763000,8641000,None,None,None,None,None,None,None,None,None,None,None,None,417000,None,None,-4564000
2020-06-30,USD,-2271000,None,None,None,None,469000,794000,None,None,None,-794000,1233000,None,None,None,None,None,None,None,None,None,None,None,None,173000,None,None,-4415000
2020-09-30,USD,-3594000,None,None,None,None,475404,866000,None,None,None,-866000,3291000,None,None,None,None,None,None,None,None,None,None,None,None,1962541,None,None,-6609000
2020-12-31,USD,-7169020,None,None,None,None,486665,27388331,None,None,None,-27388331,365023070,None,None,None,None,None,None,None,None,None,None,-16000,None,3073436,None,None,-41252543
2021-03-31,USD,-20568000,None,None,None,None,490000,33891000,None,None,None,-33891000,293969000,None,None,None,None,None,None,None,None,None,None,-480000,None,307000,239510000,None,-30120000
2021-06-30,USD,-14150000,None,None,None,None,495000,16602000,None,None,None,-217305000,-55000,None,None,None,None,None,None,None,None,None,None,None,None,835000,-231510000,None,-11059000
2021-09-30,USD,1024000,None,None,None,None,522000,45924000,None,None,None,-30207000,160000,None,None,None,None,None,None,None,None,None,None,196000,None,13611000,-29023000,None,-20977000
2021-12-31,USD,-12549000,None,None,None,None,774000,49235000,None,None,None,-32436000,-708000,None,None,None,None,None,None,None,None,None,None,-1695000,None,7883000,-45693000,None,-19392000
2022-03-31,USD,-16924000,None,None,None,None,1105000,52177000,None,None,None,-105058000,248166000,None,None,None,None,None,None,None,None,None,None,-1049000,None,3171000,126184000,None,-25432000
2022-06-30,USD,-18166000,None,None,None,None,1119000,74890000,None,None,None,-86796000,-30000,None,None,None,None,None,None,None,None,None,None,-17000,None,3267000,-104992000,None,-15004000
2022-09-30,USD,-15074000,None,None,None,None,1323000,85028000,None,None,None,-11940000,-518000,None,None,None,None,None,None,None,None,None,None,-506000,None,3010000,-27532000,None,-34948000
2022-12-31,USD,-15314000,None,None,None,None,1662000,75094000,None,None,None,-14593000,-88000,None,None,None,None,None,None,None,None,None,None,-67000,None,1392000,-29995000,None,-9362000
2023-03-31,USD,-14755000,None,None,None,None,2220000,46632000,None,None,None,52739000,-1632000,None,None,None,None,None,None,None,None,None,None,-277000,None,2166000,36352000,None,-25842000
2023-06-30,USD,-25669000,None,None,None,None,3337000,77607000,None,None,None,-77607000,55729000,None,None,None,None,None,None,None,None,None,None,-27000,None,3252000,-47547000,None,-56576000
2023-09-30,USD,-20906000,None,None,None,None,6380000,18441000,None,-963000,None,-30461000,219178000,None,None,None,None,None,None,None,None,None,None,-818000,None,3283000,None,None,8530000
2023-12-31,USD,-33576000,None,None,None,None,2069000,11219000,None,None,None,-46774000,-1275000,None,None,None,None,None,None,None,None,None,None,-248000,None,3126000,None,None,-24183000
2024-03-31,USD,-39178000,None,None,None,None,10023000,14348000,None,-648000,None,32027000,-255423000,None,None,None,None,None,None,None,None,None,None,-598000,None,2682000,None,None,-85607000
2024-06-30,USD,-40430000,None,None,None,None,7929000,10370000,None,-1323000,None,-8170000,32115000,None,None,None,None,None,None,None,None,None,None,-97000,None,3072000,None,None,-48212000
2024-09-30,USD,-33377000,None,None,None,None,8182000,9271000,None,-1829000,None,-9271000,112846000,None,None,None,None,None,None,None,None,None,None,-483000,None,2883000,None,None,-90639000
2024-12-31,USD,-31841000,None,None,None,None,8574000,21595000,None,-1466000,None,-21595000,1294000,None,None,None,None,None,None,None,None,None,None,-440000,None,3016000,None,None,-64678000
2025-03-31,USD,-38868000,None,None,None,None,8469000,15004000,None,-596000,None,-15004000,49823000,None,None,None,None,None,None,None,None,None,None,-1697000,None,3354000,None,None,8832000
2025-06-30,USD,-36722000,None,None,None,None,8395000,8605000,None,-2077000,None,-8605000,305809000,None,None,None,None,583000,583000,None,None,None,None,-1103000,None,6411000,None,None,-144240000
2025-09-30,USD,-38462000,None,None,None,None,8409000,3895000,None,35000,None,-3895000,-8334000,None,None,None,None,5927000,5927000,None,None,None,None,-1727000,None,2903000,None,None,-28370000
2025-12-31,USD,-28688000,None,None,None,None,8393000,13343000,None,1355000,None,-26964000,-23567000,None,None,None,None,11324000,11324000,None,None,None,None,-401000,None,2267000,None,None,-18787000
