fiscalDateEnding,reportedEPS
1996-12-31,0.67
1997-12-31,0.8
1998-12-31,0.13
1999-12-31,0.77
2000-12-31,2.73
2001-12-31,2.72
2002-12-31,1.81
2003-12-31,3.63
2004-12-31,5.1
2005-12-31,7.83
2006-12-31,7.47
2007-12-31,8.45
2008-12-31,11.28
2009-12-31,5.6
2010-12-31,8.92
2011-12-31,12.01
2012-12-31,9.5
2013-12-31,7.92
2014-12-31,5.9
2015-12-31,-0.26
2016-12-31,-0.75
2017-12-31,0.24
2018-12-31,1.76
2019-12-31,0
2020-12-31,-1.08
2021-12-31,3.88
2022-12-31,7.74
2023-12-31,4.52
2024-12-31,3.74
2025-12-31,3.77
2026-03-31,0
