fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2005-12-31,USD,4005000,None,None,None,None,880000,636000,None,-77689000,None,-2504000,-5454000,None,None,None,None,None,None,None,None,None,None,20150000,None,1556000,None,None,2658000
2006-03-31,USD,21032000,None,None,None,None,1714000,328000,None,-95158000,None,6836000,3587000,None,None,None,None,None,None,None,None,None,None,-2935000,None,1736000,None,None,1520000
2006-06-30,USD,6004000,None,None,None,None,1616000,1348000,None,None,None,-22537000,20797000,None,None,None,None,None,None,None,None,None,None,None,None,7000,None,None,3843000
2006-09-30,USD,8735000,None,None,None,None,1646000,672000,None,None,None,-60968000,-859000,None,None,None,None,None,None,None,None,None,None,-9372000,None,-1212000,None,None,5315000
2006-12-31,USD,9991000,None,None,None,None,1487000,986000,None,None,None,None,7005000,None,None,None,None,None,None,None,None,None,None,3000,None,None,None,None,7078000
2007-03-31,USD,21486000,None,None,None,None,1488000,1993000,None,None,None,None,811000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,2030000
2007-06-30,USD,4642000,None,None,None,None,1385000,868000,None,None,None,None,811000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,4502000
2007-09-30,USD,3067000,None,None,None,None,1459000,965000,None,-176856000,None,-4163000,811000,None,None,None,None,None,None,None,None,None,None,3000,None,2618000,None,None,6797000
2007-12-31,USD,8235000,None,None,None,None,1410000,1280000,None,-206785000,None,3994000,298000,None,None,None,None,None,None,None,None,None,None,42526000,None,7210000,None,None,5614000
2008-03-31,USD,29752000,None,None,None,None,1394000,954000,None,2473000,None,51714000,-8922000,None,None,None,None,None,None,None,None,None,None,-14474000,None,1406000,None,None,5028000
2008-06-30,USD,7742000,None,None,None,None,1183000,720000,None,None,None,16066000,4957000,None,None,None,None,None,None,None,None,None,None,-5557000,None,-1615000,None,None,8645000
2008-09-30,USD,2859000,None,None,None,None,897000,1056000,None,None,None,-31083000,439000,None,None,None,None,None,None,None,None,None,None,-6055000,None,55000,None,None,6388000
2008-12-31,USD,3299000,None,None,None,None,2838000,968000,None,-157487000,None,1875000,156000,None,None,None,None,None,None,None,None,None,None,-4337000,None,8326000,None,None,9154000
2009-03-31,USD,20677000,None,None,None,None,1748000,2602000,None,-172967000,None,-32362000,-4533000,None,None,None,None,None,None,None,None,None,None,-4899000,None,2192000,None,None,2631000
2009-06-30,USD,8689000,None,None,None,None,1800000,188000,None,-181220000,None,-24931000,-3508000,None,None,None,None,None,None,None,None,None,None,-5124000,None,1301000,None,None,6152000
2009-09-30,USD,7103000,None,None,None,None,942000,674000,None,-185018000,None,10509000,-4471000,None,None,None,None,None,None,None,None,None,None,-5210000,None,1428000,None,None,4300000
2009-12-31,USD,6630000,None,None,None,None,2506000,820000,None,-164741000,None,-12757000,-3605000,None,None,None,None,None,None,None,None,None,None,-5166000,None,1190000,None,None,5783000
2010-03-31,USD,23128000,None,None,None,None,1824000,1402000,None,-206812000,None,12657000,3913000,None,None,None,None,None,None,None,None,None,None,3780000,None,1106000,None,None,5772000
2010-06-30,USD,9222000,None,None,None,None,1783000,1040000,None,-214213000,None,2843000,-363000,None,None,None,None,None,None,None,None,None,None,-5002000,None,1423000,None,None,6902000
2010-09-30,USD,5338000,None,None,None,None,1848000,3806000,None,-209188000,None,-8110000,-6329000,None,None,None,None,None,None,None,None,None,None,-8949000,None,1157000,None,None,3704000
2010-12-31,USD,969000,None,None,None,None,1836000,7178000,None,-120765000,None,8212000,-59060000,None,None,None,None,68414000,68414000,None,None,None,None,-7394000,None,1188000,None,None,4129000
2011-03-31,USD,32161000,None,None,None,None,1663000,10711000,None,-146026000,None,-17446000,-6481000,None,None,None,None,None,None,None,None,None,None,-8567000,None,1438000,None,None,2911000
2011-06-30,USD,5982000,None,None,None,None,1471000,15389000,None,-139379000,None,-21000000,-157000,None,None,None,None,0,0,None,None,None,None,-4828000,None,243000,None,None,5470000
2011-09-30,USD,8364000,None,None,None,None,2099000,7094000,None,-144221000,None,-10453000,-4318000,None,None,None,None,0,0,None,None,None,None,-5010000,None,1412000,None,None,5732000
2011-12-31,USD,8937000,None,None,None,None,2688000,6582000,None,-132095000,None,-4137000,4630000,None,None,None,None,0,0,None,None,None,None,29959000,None,549000,None,None,8897000
2012-03-31,USD,34886000,None,None,None,None,2607000,2418000,29518000,-156868000,None,-7650000,-8854000,None,None,None,None,3195000,3195000,None,None,None,None,-7700000,None,1323000,19360000,978000,3181000
2012-06-30,USD,4513000,None,None,None,None,2841000,827000,4143000,-162833000,None,-7393000,-8327000,None,None,None,None,3161000,3161000,None,None,None,None,-9352000,None,1189000,-12744000,-1537000,7769000
2012-09-30,USD,3824000,None,None,None,None,2841000,1600000,3535000,978000,None,-946000,-10412000,None,None,None,None,3125000,3125000,None,None,None,None,-9135000,None,1409000,-6763000,771000,10373000
2012-12-31,USD,9924000,None,None,None,None,3077000,258000,-30237000,2926000,None,11913000,-4142000,None,None,None,None,3107000,3107000,None,None,None,None,-3656000,None,1476000,17910000,215000,4251000
2013-03-31,USD,35453000,None,None,None,None,2919000,939000,25186000,1437000,None,12761000,-1794000,None,None,None,None,3350000,3350000,None,None,None,None,-3656000,None,1860000,45134000,-1286000,2341000
2013-06-30,USD,1778000,None,None,None,None,2856000,328000,9378000,859000,None,-4273000,-86452000,None,None,None,None,3064000,3064000,None,None,None,None,-92083000,None,868000,-88861000,86000,5622000
2013-09-30,USD,-4879000,None,None,None,None,2849000,782000,3006000,-3311000,None,35359000,-16079000,None,None,None,None,3011000,3011000,None,None,None,None,-17110000,None,1860000,15617000,1216000,2826000
2013-12-31,USD,-1639000,None,None,None,None,2874000,1078000,-40500000,5169000,None,13709000,-9055000,None,None,None,None,2969000,2969000,None,None,None,None,-9017000,None,1463000,3432000,417000,2235000
2014-03-31,USD,33004000,None,None,None,None,3312000,680000,28310000,-7805000,None,4599000,-31269000,None,None,None,None,3135000,3135000,None,None,None,None,-29712000,None,1947000,6369000,35000,-66000
2014-06-30,USD,2277000,None,None,None,None,2825000,191000,7900000,2849000,None,-4734000,-25513000,None,None,None,None,2993000,2993000,None,None,None,None,-25228000,None,1218000,-27867000,103000,4289000
2014-09-30,USD,-7430000,None,None,None,None,2704000,239000,1711000,-3223000,None,24941000,-11890000,None,None,None,None,2925000,2925000,None,None,None,None,-11617000,None,1983000,4298000,-1323000,3043000
2014-12-31,USD,944000,None,None,None,None,2655000,393000,-28781000,10970000,None,-41000,-7243000,None,None,None,None,2909000,2909000,None,None,None,None,-6609000,None,2296000,-7282000,-942000,3599000
