date,dividend
2017-08-02,0.27
2017-11-02,0.311
2018-02-01,0.322
2018-05-03,0.333
2018-08-01,0.345
2018-11-02,0.358
2019-02-01,0.37
2019-05-02,0.383
2019-08-02,0.397
2019-11-01,0.411
2020-02-05,0.426
2020-05-01,0.431
2020-08-05,0.436
2020-11-04,0.442
2021-02-03,0.447
2021-04-30,0.453
2021-08-06,0.504
2021-11-03,0.51
2022-02-02,0.517
2022-05-04,0.549
2022-08-03,0.556
2022-11-02,0.563
2023-02-01,0.57
2023-05-03,0.585
2023-08-02,0.601
2023-11-01,0.618
2024-02-07,0.634
2024-05-01,0.652
2024-08-08,0.668
2024-11-07,0.685
2025-02-06,0.701
2025-05-08,0.71
2025-08-07,0.737
2025-11-06,0.755
2026-02-05,0.764
