fiscalDateEnding,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage,reportTime
2014-09-30,2014-10-27,0.36,0.35,0.01,2.8571,pre-market
2014-12-31,2015-01-26,0.39,0.36,0.03,8.3333,pre-market
2015-03-31,2015-04-22,0.39,0.35,0.04,11.4286,pre-market
2015-06-30,2015-07-21,0.4,0.38,0.02,5.2632,pre-market
2015-09-30,2015-10-23,0.4,0.4,0,0,pre-market
2015-12-31,2016-01-22,0.42,0.42,0,0,pre-market
2016-03-31,2016-04-21,0.41,0.39,0.02,5.1282,pre-market
2016-06-30,2016-07-21,0.46,0.43,0.03,6.9767,pre-market
2016-09-30,2016-10-21,0.52,0.48,0.04,8.3333,pre-market
2016-12-31,2017-01-20,0.55,0.52,0.03,5.7692,pre-market
2017-03-31,2017-04-20,0.61,0.51,0.1,19.6078,pre-market
2017-06-30,2017-07-21,0.63,0.59,0.04,6.7797,pre-market
2017-09-30,2017-10-20,0.68,0.64,0.04,6.25,pre-market
2017-12-31,2018-01-19,0.71,0.67,0.04,5.9701,pre-market
2018-03-31,2018-04-20,0.78,0.76,0.02,2.6316,pre-market
2018-06-30,2018-07-20,0.88,0.85,0.03,3.5294,pre-market
2018-09-30,2018-10-19,0.93,0.9,0.03,3.3333,pre-market
2018-12-31,2019-01-18,0.98,0.94,0.04,4.2553,pre-market
2019-03-31,2019-04-18,0.93,0.89,0.04,4.4944,pre-market
2019-06-30,2019-07-19,0.96,0.94,0.02,2.1277,pre-market
2019-09-30,2019-10-18,0.98,0.96,0.02,2.0833,pre-market
2019-12-31,2020-01-17,0.99,0.95,0.04,4.2105,pre-market
2020-03-31,2020-04-17,0.94,0.67,0.27,40.2985,pre-market
2020-06-30,2020-07-17,0.55,0.15,0.4,266.6667,pre-market
2020-09-30,2020-10-16,0.73,0.75,-0.02,-2.6667,pre-market
2020-12-31,2021-01-20,1.04,0.88,0.16,18.1818,pre-market
2021-03-31,2021-04-16,1.41,0.98,0.43,43.8776,pre-market
2021-06-30,2021-07-20,1.46,1.14,0.32,28.0702,pre-market
2021-09-30,2021-10-20,1.22,1.15,0.07,6.087,pre-market
2021-12-31,2022-01-19,1.26,1.13,0.13,11.5044,pre-market
2022-03-31,2022-04-19,1.07,0.91,0.16,17.5824,pre-market
2022-06-30,2022-07-19,1.14,1.02,0.12,11.7647,pre-market
2022-09-30,2022-10-19,1.3,1.27,0.03,2.3622,pre-market
2022-12-31,2023-01-17,1.32,1.32,0,0,pre-market
2023-03-31,2023-04-19,1.1,1.13,-0.03,-2.6549,pre-market
2023-06-30,2023-07-19,1.04,1,0.04,4,pre-market
2023-09-30,2023-10-18,0.89,0.91,-0.02,-2.1978,pre-market
2023-12-31,2024-01-17,0.85,0.84,0.01,1.1905,pre-market
2024-03-31,2024-04-17,0.79,0.76,0.03,3.9474,pre-market
2024-06-30,2024-07-17,0.82,0.79,0.03,3.7975,pre-market
2024-09-30,2024-10-16,0.79,0.79,0,0,pre-market
2024-12-31,2025-01-17,0.85,0.83,0.02,2.4096,pre-market
2025-03-31,2025-04-16,0.77,0.75,0.02,2.6667,pre-market
2025-06-30,2025-07-17,0.92,0.88,0.04,4.5455,pre-market
2025-09-30,2025-10-15,1.05,1.03,0.02,1.9417,pre-market
2025-12-31,2026-01-21,1.13,1.11,0.02,1.8018,pre-market
2026-03-31,2026-04-16,1.13,1.09,0.04,3.6697,pre-market
