fiscalDateEnding,reportedEPS
1996-12-31,1.83
1997-12-31,2.11
1998-12-31,2.14
1999-12-31,2.06
2000-12-31,2.22
2001-12-31,2.31
2002-12-31,2.32
2003-12-31,2.25
2004-12-31,2.94
2005-12-31,3.24
2006-12-31,3.52
2007-12-31,4.11
2008-12-31,3.44
2009-12-31,2.85
2010-12-31,3.96
2011-12-31,5.24
2012-12-31,5.18
2013-12-31,4.95
2014-12-31,5.61
2015-12-31,5.94
2016-12-31,6.51
2017-12-31,7.43
2018-12-31,8.15
2019-12-31,8.39
2020-12-31,8.98
2021-12-31,11.12
2022-12-31,4.53
2023-12-31,1.45
2024-12-31,4.36
2025-12-31,4.67
2026-03-31,0
