fiscalDateEnding,reportedEPS
1996-12-31,0.03
1998-12-31,0.41
1999-12-31,0.08
2000-12-31,0.18
2001-12-31,0.05
2002-12-31,0.09
2003-12-31,0.11
2004-12-31,0.34
2005-12-31,0.52
2006-12-31,0.66
2007-12-31,0.9
2008-12-31,1.04
2009-12-31,0.07
2010-12-31,0.85
2011-12-31,1.47
2012-12-31,1.44
2013-12-31,1.46
2014-12-31,1.65
2015-12-31,1.25
2016-12-31,0.88
2017-12-31,1.55
2018-12-31,1.74
2019-12-31,2.43
2020-12-31,2.24
2021-12-31,4.27
2022-12-31,4.04
2023-12-31,2.35
2024-12-31,2.09
2025-12-31,2.56
2026-03-31,0
