date,dividend
1991-03-22,0.014815
1991-06-24,0.014815
1991-09-24,0.014815
1991-12-24,0.014815
1992-03-25,0.014815
1992-06-24,0.014815
1992-09-24,0.014815
1992-12-23,0.014815
1993-03-25,0.014815
1993-06-24,0.014815
1993-09-24,0.014815
1993-12-23,0.014815
1994-03-25,0.014815
1994-06-24,0.014815
1994-09-26,0.014815
1994-12-23,0.014815
1995-03-27,0.014815
1995-06-28,0.066667
1995-09-27,0.022222
1995-12-27,0.022222
1996-03-27,0.085926
1996-06-26,0.026667
1996-09-26,0.026667
1996-12-26,0.026667
1997-03-26,0.08
1997-06-26,0.026667
1997-09-26,0.026667
1997-12-26,0.026667
1998-03-27,0.086667
1998-06-26,0.033333
1998-09-28,0.04
1998-12-28,0.04
1999-03-29,0.126667
1999-06-28,0.046667
1999-09-28,0.046667
1999-12-28,0.046667
2000-03-29,0.106667
2000-06-28,0.066667
2000-09-27,0.066667
2000-12-27,0.066667
2001-03-28,0.08
2001-06-27,0.08
2001-09-26,0.08
2001-12-26,0.08
2002-03-26,0.08
2002-06-26,0.08
2002-09-26,0.08
2002-12-24,0.08
2003-03-26,0.1
2003-06-25,0.1
2003-09-26,0.1
2003-12-26,0.1
2004-03-29,0.1
2004-06-28,0.1
2004-09-28,0.1
2004-12-28,0.1
2005-03-29,0.1
2005-06-28,0.1
2005-09-28,0.1
2005-12-28,0.1
2006-03-29,0.1
2006-06-28,0.1
2006-09-27,0.1
2006-12-27,0.1
2007-03-28,0.1
2007-06-27,0.1
2007-09-26,0.1
2007-12-18,0.13
2008-03-27,0.13
2008-06-26,0.13
2008-09-26,0.13
2008-12-29,0.13
2009-03-27,0.13
2009-06-26,0.13
2009-09-28,0.13
2009-12-29,0.13
2010-03-29,0.13
2010-06-28,0.13
2010-09-28,0.13
2010-12-29,0.13
2011-03-29,0.13
2011-06-28,0.13
2011-09-28,0.13
2011-12-28,0.13
2012-03-28,0.13
2012-06-27,0.13
2012-09-26,0.13
2012-12-27,0.13
2013-03-26,0.13
2013-06-26,0.13
2013-09-26,0.13
2013-12-27,0.13
2014-03-27,0.13
2014-06-26,0.13
2014-09-26,0.13
2014-12-29,0.13
2015-03-27,0.13
2015-06-26,0.13
2015-09-28,0.13
2015-12-29,0.13
2016-03-29,0.13
2016-06-28,0.13
2016-09-28,0.13
2016-12-28,0.13
2017-03-29,0.13
2017-06-28,0.13
2017-09-28,0.13
2017-12-28,0.13
2018-03-28,0.13
2018-06-28,0.13
2018-09-27,0.13
2018-12-28,0.13
2019-03-28,0.13
2019-06-27,0.13
2019-09-27,0.13
2019-12-30,0.13
2020-03-30,0.13
2020-06-29,0.13
2020-09-29,0.13
2020-12-30,0.13
2021-03-30,0.13
2021-06-29,0.13
2021-09-29,0.13
2021-12-30,0.13
2022-03-30,0.13
2022-06-29,0.13
2022-09-29,0.13
2022-12-29,0.13
2023-03-30,0.13
2023-06-29,0.13
2023-09-28,0.13
2023-12-28,0.13
2024-03-27,0.13
2024-06-28,0.13
2024-09-30,0.13
2024-12-31,0.13
2025-03-31,0.13
2025-06-30,0.13
2025-09-30,0.13
2025-12-31,0.13
2026-03-31,0.13
