fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2005-12-31,USD,44300000,None,None,None,None,14400000,21900000,None,2000000,None,-8800000,55200000,None,None,None,None,None,None,None,None,None,None,-17100000,None,None,None,None,38600000
2006-03-31,USD,61000000,None,None,None,None,14000000,8000000,None,-3000000,None,-5000000,-45000000,None,None,None,None,None,None,None,None,None,None,-29400000,None,5800000,None,None,46000000
2006-06-30,USD,39600000,None,None,None,None,14400000,16000000,None,-2200000,None,-7600000,-55500000,None,None,None,None,None,None,None,None,None,None,-56500000,None,-5400000,None,None,36000000
2006-09-30,USD,60200000,None,None,None,None,13800000,18000000,None,-9700000,None,-15700000,-60800000,None,None,None,None,None,None,None,None,None,None,-41300000,None,2900000,None,None,27800000
2006-12-31,USD,70000000,None,None,None,None,14600000,17400000,None,2100000,None,-7400000,-32300000,None,None,None,None,None,None,None,None,None,None,-18700000,None,26600000,None,None,20700000
2007-03-31,USD,36100000,None,None,None,None,13400000,13600000,None,900000,None,-21600000,-16800000,None,None,None,None,None,None,None,None,None,None,-24800000,None,6900000,None,None,33200000
2007-06-30,USD,37800000,None,None,None,None,13700000,14800000,None,-2300000,None,-15800000,-36900000,None,None,None,None,None,None,None,None,None,None,-35000000,None,1300000,None,None,34900000
2007-09-30,USD,59400000,None,None,None,None,14000000,15700000,None,-10800000,None,-14400000,-36100000,None,None,None,None,None,None,None,None,None,None,-47400000,None,1300000,None,None,29100000
2007-12-31,USD,76900000,None,None,None,None,13700000,18400000,None,3200000,None,-92700000,-18300000,None,None,None,None,None,None,None,None,None,None,-23700000,None,27700000,None,None,15800000
2008-03-31,USD,29900000,None,None,None,None,13500000,9100000,None,-200000,None,82900000,-98600000,None,None,None,None,None,None,None,None,None,None,-100000000,None,6600000,None,None,18200000
2008-06-30,USD,29000000,None,None,None,None,14000000,12000000,None,300000,None,-5100000,2900000,None,None,None,None,None,None,None,None,None,None,-114800000,None,6200000,None,None,39700000
2008-09-30,USD,13800000,None,None,None,None,13800000,12200000,None,-11500000,None,-2200000,7200000,None,None,None,None,None,None,None,None,None,None,-70700000,None,10100000,None,None,32900000
2008-12-31,USD,80500000,None,None,None,None,14300000,44700000,None,-6400000,None,-16800000,-45600000,None,None,None,None,None,None,None,None,None,None,-21000000,None,28700000,None,None,38100000
2009-03-31,USD,-36000000,None,None,None,None,14200000,11100000,None,600000,None,17300000,-53900000,None,None,None,None,30000000,30000000,None,None,None,None,-26800000,None,6900000,None,None,60500000
2009-06-30,USD,63900000,None,None,None,None,14900000,17100000,None,-8600000,None,-14600000,-15500000,None,None,None,None,69300000,69300000,None,None,None,None,-27700000,None,5700000,None,None,47500000
2009-09-30,USD,71500000,None,None,None,None,15400000,12100000,None,-5900000,None,53300000,-26300000,None,None,None,None,30000000,30000000,None,None,None,None,-25100000,None,7900000,None,None,73500000
2009-12-31,USD,65900000,None,None,None,None,14200000,23700000,None,800000,None,-15900000,3900000,None,None,None,None,None,None,None,None,None,None,-15900000,None,7800000,None,None,47600000
2010-03-31,USD,13000000,None,None,None,None,14000000,9200000,None,-13200000,None,-6500000,-6400000,None,None,None,None,104500000,104500000,None,None,None,None,-98000000,None,7500000,None,None,47700000
2010-06-30,USD,48000000,None,None,None,None,13700000,15700000,None,-14400000,None,-16700000,-14300000,None,None,None,None,83700000,83700000,None,None,None,None,-101300000,None,6300000,None,None,57500000
2010-09-30,USD,96400000,None,None,None,None,13400000,16400000,None,-15900000,None,-15200000,-56600000,None,None,None,None,28600000,28600000,None,None,None,None,-700000,None,8600000,None,None,48000000
2010-12-31,USD,94000000,None,None,None,None,15400000,21700000,None,6700000,None,-23100000,-26600000,None,None,None,None,0,0,None,None,None,None,0,None,6900000,None,None,64800000
2011-03-31,USD,14900000,None,None,None,None,14500000,14200000,-34900000,-5900000,None,-52500000,59500000,None,None,None,None,110500000,110500000,None,None,None,None,-75800000,None,7700000,37700000,15800000,63900000
2011-06-30,USD,59300000,None,None,None,None,14800000,19200000,-13400000,-8900000,None,-11300000,-18700000,None,None,None,None,90000000,90000000,None,None,None,None,-83200000,None,7800000,34400000,5100000,58100000
2011-09-30,USD,97200000,None,None,None,None,13900000,19500000,9800000,-23500000,None,-17600000,-79000000,None,None,None,None,305000000,305000000,None,None,None,None,-104300000,None,10500000,-17100000,-17700000,51600000
