fiscalDateEnding,reportedEPS
1998-12-31,1.3108
1999-12-31,2.3234
2000-12-31,2.3634
2001-12-31,2.5856
2002-12-31,2.8246
2003-12-31,1.7
2004-12-31,3.3559
2005-12-31,3.3225
2006-12-31,2.46
2007-12-31,4.26
2008-12-31,2.2
2009-12-31,2.94
2010-12-31,1.14
2011-12-31,1.24
2012-12-31,2.82
2013-12-31,4.06
2014-12-31,2.14
2015-12-31,3.16
2016-12-31,6.27
2017-12-31,6.58
2018-12-31,5.88
2019-12-31,6.69
2020-12-31,5.65
2021-12-31,7.51
2022-12-31,6.28
2023-12-31,6.31
2024-12-31,7.69
2025-12-31,5.7581
2026-03-31,0
