fiscalDateEnding,reportedEPS
1996-09-30,0
1997-09-30,0.51
1998-09-30,0.76
1999-09-30,1.08
2000-09-30,1.11
2001-09-30,0.95
2002-09-30,1.58
2003-09-30,1.73
2004-09-30,2.02
2005-09-30,2.19
2006-09-30,2.6
2007-09-30,2.39
2008-09-30,2.03
2009-09-30,2.43
2010-09-30,3.39
2011-09-30,2.59
2012-09-30,1.98
2013-09-30,2.76
2014-09-30,3.28
2015-09-30,3.49
2016-09-30,3.73
2017-09-30,4.19
2018-09-30,3.72
2019-09-30,4.45
2020-09-30,7.24
2021-09-30,9.19
2022-09-30,4.09
2023-09-30,1.16
2024-09-30,2.24
2025-09-30,3.72
2026-03-31,3.76
