fiscalDateEnding,reportedEPS
1996-12-31,0.49
1997-12-31,1.3
1998-12-31,1.27
1999-12-31,0.53
2000-12-31,0.65
2001-12-31,0.72
2002-12-31,0.63
2003-12-31,0.78
2004-12-31,1.04
2005-12-31,1.68
2006-12-31,3.05
2007-12-31,4.18
2008-12-31,4.5
2009-12-31,2.78
2010-12-31,2.85
2011-12-31,3.67
2012-12-31,4.19
2013-12-31,4.8
2014-12-31,5.57
2015-12-31,3.37
2016-12-31,1.15
2017-12-31,1.5
2018-12-31,1.63
2019-12-31,1.47
2020-12-31,0.68
2021-12-31,1.28
2022-12-31,2.18
2023-12-31,2.99
2024-12-31,3.41
2025-12-31,2.79
2026-03-31,0.52
