fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2006-12-31,USD,156877000,403131000,246254000,246254000,76901000,39629000,4575000,79976000,None,None,None,6932000,None,None,None,4861000,69808000,27431000,None,None,None,77062000,81923000,42377000
2007-12-31,USD,192365000,500472000,308107000,308107000,92933000,48631000,5835000,99432000,None,None,None,0,None,None,None,6360000,87979000,35365000,None,None,None,92933000,99293000,52614000
2008-12-31,USD,248142000,651888000,403746000,403746000,119618000,64907000,6638000,128524000,None,None,None,12982000,None,None,None,12390000,104222000,40321000,None,None,None,116721300,129111300,63901000
2009-12-31,USD,250628000,646629000,396001000,396001000,111441000,74948000,7114000,139187000,None,None,None,11594000,None,None,None,15888000,99726000,38570000,None,None,None,111441000,127329000,61156000
2010-12-31,USD,286677000,719121000,432444000,432444000,122788000,88117000,7736000,163889000,None,None,None,8592000,None,40000,None,17014000,114236000,41369000,None,72867000,None,122828000,139842000,72867000
2011-12-31,USD,344137000,855907000,511770000,511770000,148710000,104314000,10400000,195427000,None,None,None,8503000,None,241000,None,19708000,140448000,44975000,None,95473000,None,148710000,168418000,95473000
2012-12-31,USD,402989000,1038174000,635185000,635185000,188084000,108776000,14100000,214905000,None,None,None,9238000,None,-4406000,None,26903000,174440000,53743000,None,120697000,None,183678000,210581000,120697000
2013-12-31,USD,550011000,1428685000,878674000,878674000,244462000,149910000,21400000,305549000,None,None,None,15901000,None,-2780000,None,43164000,225781000,71853000,None,153928000,None,253563000,296727000,153928000
2014-12-31,USD,640585000,1636538000,995953000,995953000,300432000,164094000,22600000,346672000,None,None,None,15592000,None,-4050000,None,41252000,280790000,87478000,None,193312000,None,300991000,342243000,193312000
2015-12-31,USD,706505000,1826598000,1120093000,1120093000,302603000,181795000,22400000,375148000,None,None,10167000,16967000,None,-4469000,None,54074000,281167000,89557000,None,191610000,None,331357000,385431000,191610000
2016-12-31,USD,901180000,2267852000,1366672000,1366672000,446225000,220548000,26300000,444431000,None,-23880000,21980000,23880000,None,-1040000,None,56100000,421305000,137089000,None,284216000,None,443955000,500055000,284216000
2017-12-31,USD,912741000,2335542000,1422801000,1422801000,410341000,468219000,29100000,436491000,None,-25983000,None,25983000,None,-829000,None,69774000,383529000,85401000,None,298128000,None,408573000,478347000,298128000
2018-12-31,USD,1004140000,2722931000,1718791000,1718791000,445966000,538842000,35300000,538842000,None,-58742000,None,58742000,None,-1825000,None,97238000,423513000,106361000,None,317152000,None,482670000,579908000,317152000
2019-12-31,USD,1103497000,2959446000,1855949000,1855949000,514043000,564091000,41200000,589454000,None,-82609000,None,82609000,None,2328000,None,103428000,462619000,110379000,None,352240000,None,545228000,648656000,352240000
2020-12-31,USD,882048000,2513257000,1631209000,1631209000,324431000,491901000,35300000,557617000,None,-78617000,None,78617000,None,-3071000,None,108086000,268057000,60763000,None,207294000,None,331160000,439246000,207294000
2021-12-31,USD,1194860000,3250792000,2055932000,2055932000,629992000,622910000,41800000,564868000,None,-57157000,None,57157000,None,1603000,None,125243000,619504000,131012000,None,488492000,None,676661000,801904000,488492000
2022-12-31,USD,1446554000,4032853000,2586299000,2586299000,639604000,754553000,48900000,806950000,None,-88977000,None,88977000,None,-28893000,None,138061000,564415000,127846000,None,436569000,None,653392000,791453000,436569000
2023-12-31,USD,1534062000,4036605000,2502543000,2502543000,634868000,798472000,53100000,899194000,None,-118485000,None,120348000,None,None,None,125400000,519378000,118496000,None,457786000,None,671947000,797347000,400882000
2024-12-31,USD,1470369000,3875162000,2404793000,2404793000,656188000,762502000,None,814181000,None,-92229000,None,92229000,None,None,None,127174000,577320000,148887000,None,428433000,None,669549000,796723000,428433000
2025-12-31,USD,1251915000,3201202000,1949287000,1949287000,588759000,663156000,None,663156000,None,-93828000,None,93828000,None,None,None,98997000,482275000,115008000,None,367267000,None,576103000,675100000,-277731000
