fiscalDateEnding,reportedEPS
1996-12-31,2.71
1997-12-31,3.03
1998-12-31,3.13
1999-12-31,1.47
2000-12-31,1.07
2001-12-31,1.46
2002-12-31,2.59
2003-12-31,2.58
2004-12-31,2.83
2005-12-31,3.84
2006-12-31,5.78
2007-12-31,6.9
2008-12-31,7.56
2009-12-31,7.8
2010-12-31,8.26
2011-12-31,7.76
2012-12-31,8.39
2013-12-31,9.58
2014-12-31,11.4
2015-12-31,11.32
2016-12-31,12.82
2017-12-31,6.83
2018-12-31,17.6
2019-12-31,21.94
2020-12-31,24.5
2021-12-31,27.25
2022-12-31,27.42
2023-12-31,27.83
2024-12-31,27.99
2025-12-31,21.49
2026-03-31,6.44
