fiscalDateEnding,reportedEPS
1996-06-30,0.2
1997-06-30,0.43
1998-06-30,0.48
1999-06-30,0.55
2000-06-30,0.7
2001-06-30,0.9
2002-06-30,1.02
2003-06-30,1.19
2004-06-30,1.39
2005-06-30,1.49
2006-06-30,1.35
2007-06-30,1.59
2008-06-30,1.81
2009-06-30,1.77
2010-06-30,1.94
2011-06-30,1.98
2012-06-30,1.97
2013-06-30,1.76
2014-06-30,1.84
2015-06-30,1.85
2016-06-30,2.07
2017-06-30,2.44
2018-06-30,3.01
2019-06-30,3.55
2020-06-30,1.99
2021-06-30,1.44
2022-06-30,3.26
2023-06-30,4.01
2024-06-30,4.31
2025-06-30,4.46
2026-03-31,2.14
