fiscalDateEnding,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage,reportTime
2022-06-30,2022-07-14,-2.19,0,-2.19,None,pre-market
2022-12-31,2023-01-26,0.33,0.69,-0.36,-52.1739,post-market
2023-03-31,2023-04-18,2.86,0.03,2.83,9433.3333,post-market
2023-06-30,2023-08-08,0.21,0.08,0.13,162.5,post-market
2023-09-30,2023-11-07,0.32,0.33,-0.01,-3.0303,post-market
2023-12-31,2024-03-05,0.97,0.25,0.72,288,post-market
2024-03-31,2024-05-07,0.33,0.22,0.11,50,post-market
2024-06-30,2024-08-28,0.125,0.26,-0.135,-51.9231,pre-market
2024-09-30,2024-11-27,0.2683,0.34,-0.0717,-21.0882,pre-market
2024-12-31,2025-02-26,0.34,0.39,-0.05,-12.8205,pre-market
2025-03-31,2025-05-28,0.4743,0.5,-0.0257,-5.14,pre-market
2025-06-30,2025-09-03,-0.08,0.38,-0.46,-121.0526,pre-market
2025-09-30,2025-11-05,0.08,0.42,-0.34,-80.9524,pre-market
2025-12-31,2026-02-25,0.4295,0.48,-0.0505,-10.5208,pre-market
