fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2006-02-28,USD,12650740,28073612,15422872,15422872,6458974,3560000,None,6191766,None,None,None,0,None,None,None,875940,6534682,2470110,None,None,None,6458974,7334914,4064572
2007-02-28,USD,14014687,31573333,17558646,17558646,7561422,4077000,None,6453265,None,None,None,0,None,None,None,873988,7628493,2883575,None,None,None,7561422,8435410,4744918
2008-02-29,USD,13701000,31878183,18177181,18177181,7914362,4009000,None,5786640,None,None,None,0,None,None,None,782951,8015156,3053780,None,None,None,7914362,8697313,4961376
2009-02-28,USD,11742961,28538699,16795738,16795738,5819045,3670152,None,5923916,None,None,None,15851,None,None,None,758322,5824535,2105972,None,None,None,5840386,6598708,3718563
2010-02-28,USD,12026449,28436548,16410099,16410099,5643335,4179103,None,6383114,None,None,None,0,None,None,None,698580,5670545,2090468,None,None,None,5670545,6369125,3580077
2011-02-28,USD,13323917,31127971,17804054,17804054,5950362,2691640,None,7373555,None,None,None,0,None,None,None,670321,6009059,2098218,None,None,None,5950362,6620683,3910841
2012-02-29,USD,14521164,34626892,20105728,20105728,5852874,3044569,None,8668290,None,None,None,0,None,None,None,750860,5911778,2035746,None,None,None,5911778,6662638,3876032
2013-02-28,USD,15279937,36315201,21035264,21035264,2539827,3846940,None,12740110,None,None,None,0,None,None,None,935377,2583494,1233460,None,None,None,2583494,3518871,1478212
2014-02-28,USD,17508848,39184807,21675959,21675959,5235521,5003337,None,12273327,None,None,None,49333,None,None,None,1026775,5289164,2154660,None,None,None,5338497,6365272,4392444
2015-02-28,USD,18634629,41508376,22873747,22873747,5964967,4831903,0,12669662,None,None,None,243000,None,-184526,None,1440448,5780441,2037695,None,3742746,None,6023629,7464077,3937840
2016-02-29,USD,17137804,40456895,23319091,23319091,3712986,4663914,0,13424818,None,None,167850,217000,None,-167855,None,1420301,3545131,-261400,None,3806531,None,3761731,5182032,4425907
2017-02-28,USD,15493108,38296377,22803269,22803269,5524484,4005142,0,9968624,None,-128779,41572,171000,None,-128779,None,1288709,5395705,1945589,None,3450116,None,5566056,6854765,3450116
2018-02-28,USD,14800429,38074695,23274266,23274266,5220869,3904560,0,9579560,None,-96666,24578,121000,None,-96666,None,1319255,5124203,2160295,None,2963908,None,5245447,6564702,2963908
2019-02-28,USD,11965115,34545447,22580332,22580332,3005952,3432618,None,8959163,None,-50291,20496,70787,None,-50291,None,1709799,2955661,716862,None,2238799,None,3026448,4736247,2238799
2020-02-29,USD,11752715,31849796,20097081,20097081,1391610,5735971,None,10361105,None,10722,29738,19016,None,10722,None,1492825,1402332,368500,None,1033832,None,1421348,2914173,1033832
2021-02-28,USD,4520817,21763181,17242364,17242364,-2729033,4938095,None,7249850,None,-77000,18000,95000,None,1682196,None,778447,-1155217,-745495,None,-899777,None,-1061320,-282873,-899777
2022-02-28,USD,8962865,29488548,20525683,20525683,-694522,7456314,None,9657387,None,11007,11007,167000,None,None,None,740175,-516529,-16812,None,-341697,None,-516529,223646,-341697
2023-02-28,USD,8151196,30432352,22281156,22281156,-4891003,10325633,None,13042199,None,16000,26000,10431,None,None,None,765263,-4874513,613843,None,-5489000,None,-4864082,-4098819,-5680778
2024-02-29,USD,4713000,27951000,23238000,23238000,-4902000,6674000,None,9615000,None,26439,79836,53397,None,None,None,887000,-4876000,-703834000,None,-4875717,None,-4823000,-3936000,-4172000
2025-02-28,USD,3249000,29579000,26330000,26330000,-5942000,6305000,None,9191000,None,-427000,27000,454000,None,None,None,950000,-6122000,None,None,-6122000,None,-5668000,-4718000,-6122000
