fiscalDateEnding,reportedEPS
1996-12-31,1.2
1997-12-31,1.4
1998-12-31,1.45
1999-12-31,1.7
2000-12-31,1.46
2001-12-31,1.17
2002-12-31,1.34
2003-12-31,1.51
2004-12-31,1.74
2005-12-31,1.77
2006-12-31,2.02
2007-12-31,0.6
2008-12-31,-0.32
2009-12-31,-1.44
2010-12-31,0.28
2011-12-31,0.6
2012-12-31,0.7
2013-12-31,0.73
2014-12-31,0.78
2015-12-31,0.85
2016-12-31,0.8
2017-12-31,0.94
2018-12-31,1.2
2019-12-31,1.3
2020-12-31,0.7
2021-12-31,1.01
2022-12-31,1.47
2023-12-31,1.25
2024-12-31,1.24
2025-12-31,1.39
2026-03-31,0.37
