fiscalDateEnding,reportedEPS
1997-12-31,0.14
1998-12-31,0.41
1999-12-31,0.28
2000-12-31,0.37
2001-12-31,0.45
2002-12-31,0.27
2003-12-31,0.44
2004-12-31,1.07
2005-12-31,1.93
2006-12-31,2.81
2007-12-31,3.05
2008-12-31,2.37
2009-12-31,0.46
2010-12-31,0.47
2011-12-31,1.72
2012-12-31,1.69
2013-12-31,1.09
2014-12-31,1.77
2015-12-31,0.19
2016-12-31,-0.3
2017-12-31,-0.14
2018-12-31,0.19
2019-12-31,0.38
2020-12-31,0.13
2021-12-31,-0.41
2022-12-31,-0.52
2023-12-31,0.18
2024-12-31,0.3868
2025-12-31,0.2061
2026-03-31,-0.091
