fiscalDateEnding,reportedEPS
1996-12-31,0.78
1997-12-31,0.88
1998-12-31,0.97
1999-12-31,1.12
2000-12-31,1.28
2001-12-31,1.01
2002-12-31,1.66
2003-12-31,1.83
2004-12-31,2.07
2005-12-31,2.25
2006-12-31,2.5
2007-12-31,2.42
2008-12-31,0.83
2009-12-31,1.8
2010-12-31,2.26
2011-12-31,2.82
2012-12-31,3.36
2013-12-31,3.89
2014-12-31,4.02
2015-12-31,4.15
2016-12-31,4.06
2017-12-31,4.04
2018-12-31,4.44
2019-12-31,4.5
2020-12-31,1.62
2021-12-31,4.82
2022-12-31,3.67
2023-12-31,5.25
2024-12-31,5.48
2025-12-31,6.17
2026-03-31,1.56
