fiscalDateEnding,reportedEPS
1996-12-31,0.77
1997-12-31,1.53
1998-12-31,1.38
1999-12-31,1.52
2000-12-31,1.65
2001-12-31,2.1
2002-12-31,2.42
2003-12-31,2.25
2004-12-31,2.32
2005-12-31,2.27
2006-12-31,2.57
2007-12-31,2.58
2008-12-31,3.16
2009-12-31,3.27
2010-12-31,3.34
2011-12-31,3.05
2012-12-31,3.05
2013-12-31,3.25
2014-12-31,3.43
2015-12-31,3.45
2016-12-31,3.8
2017-12-31,3.59
2018-12-31,4.04
2019-12-31,4.23
2020-12-31,3.8
2021-12-31,3.86
2022-12-31,4.12
2023-12-31,2.58
2024-12-31,2.76
2025-12-31,3.42
2026-03-31,0
