date,dividend
2015-08-18,0.162
2015-11-17,0.263
2016-02-17,0.263
2016-05-17,0.263
2016-08-16,0.288
2016-11-15,0.288
2017-02-15,0.288
2017-05-16,0.288
2017-08-15,0.313
2017-11-16,0.313
2018-02-16,0.313
2018-05-16,0.313
2018-08-15,0.338
2018-11-13,0.37
2019-02-15,0.37
2019-05-15,0.37
2019-08-14,0.37
2019-11-13,0.37
2020-02-13,0.3
2020-05-13,0.08
2020-08-13,0.15
2020-11-12,0.15
2021-02-12,0.175
2021-05-13,0.175
2021-08-12,0.25
2021-11-10,0.25
2022-02-15,0.27
2022-05-12,0.4
2022-08-11,0.42
2022-11-09,0.45
2023-02-15,0.475
2023-05-11,0.475
2023-08-10,0.475
2023-11-08,0.475
2024-02-15,0.475
2024-05-09,0.375
2024-08-09,0.375
2024-11-08,0.375
2025-02-18,0.375
2025-05-08,0.375
2025-08-07,0.3
2025-11-06,0.3
2026-02-18,0.3
