fiscalDateEnding,reportedEPS
1996-09-30,1.3
1997-09-30,1.96
1998-09-30,2.24
1999-09-30,2.11
2000-09-30,2.46
2001-09-30,2.36
2002-09-30,2.34
2003-09-30,2.22
2004-09-30,2.64
2005-09-30,3.08
2006-09-30,3.55
2007-09-30,4.38
2008-09-30,4.97
2009-09-30,4.05
2010-09-30,5.02
2011-09-30,5.73
2012-09-30,5.58
2013-09-30,5.5
2014-09-30,5.78
2015-09-30,6.57
2016-09-30,7.53
2017-09-30,6.31
2018-09-30,7.39
2019-09-30,8.22
2020-09-30,8.38
2021-09-30,9.02
2022-09-30,10.41
2023-09-30,11.51
2024-09-30,12.43
2025-09-30,12.03
2026-03-31,3.16
