fiscalDateEnding,reportedEPS
1996-12-31,0.6753
1997-12-31,1.9191
1998-12-31,0.6714
1999-12-31,0.6274
2000-12-31,-0.9637
2001-12-31,0.7329
2002-12-31,0.9356
2003-12-31,1.9994
2004-12-31,1.19
2005-12-31,1.3029
2006-12-31,1.24
2007-12-31,1.19
2008-12-31,1.61
2009-12-31,1.76
2010-12-31,1.57
2011-12-31,1.42
2012-12-31,1.23
2013-12-31,1.54
2014-12-31,1.61
2015-12-31,1.26
2016-12-31,1.86
2017-12-31,2.5
2018-12-31,1.13
2019-12-31,1.2
2020-12-31,1.24
2021-12-31,0.14
2022-12-31,-0.1169
2023-12-31,-0.19
2024-12-31,0.2
2025-12-31,0.4978
2026-03-31,0.0986
