fiscalDateEnding,reportedEPS
2018-12-31,1.39
2019-12-31,1.06
2020-12-31,1.59
2021-12-31,1.63
2022-12-31,2.12
2023-12-31,1.68
2024-12-31,2.26
2025-12-31,2.68
2026-03-31,0
