fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2016-12-31,USD,3357000000,None,None,None,None,1226000000,1019000000,None,-1105000000,None,-1514000000,-2385000000,None,None,None,None,1335000000,1335000000,None,None,None,None,-916000000,None,None,None,None,503000000
2017-12-31,USD,247000000,None,None,None,None,1543000000,1113000000,None,-1010000000,None,386000000,2405000000,None,None,None,None,988000000,988000000,None,None,None,None,0,None,None,None,None,2709000000
2018-12-31,USD,483000000,None,None,None,None,2790000000,1501000000,None,-498000000,None,-505000000,-2624000000,None,None,None,None,2806000000,2806000000,None,None,None,None,85000000,None,4252000000,None,None,-5065000000
2019-12-31,USD,1070000000,None,None,None,None,1599000000,1163000000,None,74000000,None,-904000000,-2929000000,None,None,None,None,511000000,511000000,None,None,None,None,-25000000,None,709000000,None,None,-941000000
2020-12-31,USD,2064000000,None,None,None,None,1177000000,475000000,-187000000,104000000,None,-674000000,303000000,None,None,None,None,388000000,388000000,None,None,None,None,-275000000,None,-406000000,1693000000,None,701000000
2021-12-31,USD,2727000000,None,None,None,None,1243000000,573000000,113000000,-422000000,None,-362000000,-1266000000,None,None,None,None,397000000,397000000,None,None,None,None,-950000000,None,-1313000000,1099000000,None,1769000000
2022-12-31,USD,872000000,None,None,None,None,1223000000,605000000,997000000,-1715000000,None,-632000000,-1180000000,None,None,None,None,418000000,418000000,None,None,None,None,-1000000000,None,55000000,-940000000,None,1158000000
2023-12-31,USD,1769000000,None,None,None,None,1211000000,595000000,None,57000000,None,-1987000000,-99000000,None,None,None,None,439000000,439000000,None,None,None,None,-756000000,None,54000000,None,None,941000000
2024-12-31,USD,2145000000,None,None,None,None,1227000000,597000000,None,1110000000,None,-589000000,-1199000000,None,None,None,None,458000000,458000000,None,None,None,None,-1009000000,None,None,None,None,863000000
2025-12-31,USD,3406000000,None,None,None,None,1203000000,591000000,None,-35000000,None,-543000000,-1644000000,None,None,None,None,475000000,475000000,None,None,None,None,-1071000000,None,None,None,None,1105000000
