date,open,high,low,close,adj_close,volume
2005-01-03,48.83417510986328,49.23171615600586,48.030059814453125,48.472774505615234,30.972795486450195,2617820
2005-01-04,47.70479965209961,48.39146041870117,46.99103546142578,47.43375015258789,30.308881759643555,4586276
2005-01-05,47.29822540283203,48.508914947509766,47.17173385620117,48.156551361083984,30.77073860168457,2815274
2005-01-06,48.34628677368164,48.4818115234375,47.885501861572266,48.030059814453125,30.689912796020508,2495517
2005-01-07,48.00295639038086,48.17462158203125,47.52410125732422,47.9306755065918,30.62642478942871,1274488
2005-01-10,47.9306755065918,48.11137390136719,47.57830810546875,47.8132209777832,30.55135726928711,1767349
2005-01-11,47.70479965209961,47.78611373901367,47.2620849609375,47.65962600708008,30.453218460083008,1206530
2005-01-12,47.65962600708008,48.12944412231445,47.65962600708008,48.021026611328125,30.68415069580078,1444494
2005-01-13,47.84032440185547,47.984886169433594,47.2620849609375,47.38857650756836,30.2800235748291,1907582
2005-01-14,47.2530517578125,47.74094009399414,47.117523193359375,47.56024169921875,30.389711380004883,1267626
2005-01-18,46.981998443603516,47.78611373901367,46.972965240478516,47.61444854736328,30.42435073852539,2612618
2005-01-19,47.52410125732422,47.722869873046875,46.91875457763672,46.95489501953125,30.002918243408203,2238185
2005-01-20,46.665775299072266,47.02717590332031,46.313411712646484,46.41279602050781,29.656532287597656,2483343
2005-01-21,46.620601654052734,46.90068435668945,46.43989944458008,46.539283752441406,29.73737144470215,1814167
2005-01-24,46.78322982788086,46.87358093261719,46.34051513671875,46.34051513671875,29.61034393310547,1662867
2005-01-25,46.34051513671875,46.665775299072266,46.16884994506836,46.30437469482422,29.587261199951172,1669175
2005-01-26,46.485076904296875,46.801300048828125,46.42182922363281,46.647705078125,29.80663299560547,2100277
2005-01-27,46.39472579956055,47.35243606567383,46.232093811035156,47.072349548339844,30.077974319458008,1863309
2005-01-28,46.981998443603516,47.16270065307617,46.60253143310547,46.77419662475586,29.887468338012695,1682236
2005-01-31,46.936824798583984,47.08138656616211,46.620601654052734,46.87358093261719,29.950952529907227,1661649
2005-02-01,46.99103546142578,47.18077087402344,46.77419662475586,46.981998443603516,30.020235061645508,2071168
2005-02-02,47.072349548339844,47.9397087097168,46.96392822265625,47.289188385009766,30.21649932861328,2414831
2005-02-03,47.34339904785156,47.34339904785156,46.85551071166992,47.144630432128906,30.124155044555664,1883343
2005-02-04,47.2620849609375,47.47892379760742,47.04524612426758,47.21691131591797,30.17034149169922,1906475
2005-02-07,47.61444854736328,47.984886169433594,47.30725860595703,47.97584915161133,30.65528678894043,2140564
2005-02-08,47.885501861572266,48.01198959350586,47.74997329711914,47.79515075683594,30.539838790893555,1356170
2005-02-09,47.70479965209961,47.87646484375,47.099456787109375,47.153663635253906,30.129932403564453,1698284
2005-02-10,47.2078742980957,47.686729431152344,47.02717590332031,47.61444854736328,30.42435073852539,2067958
