fiscalDateEnding,reportedEPS
1998-12-31,-0.1053
1999-12-31,-6.6886
2000-12-31,-2.9857
2001-12-31,-0.5723
2002-12-31,-0.959
2003-12-31,0.162
2004-12-31,0.3408
2005-12-31,0.75
2006-12-31,0.16
2007-12-31,1.98
2008-12-31,6.78
2009-12-31,1.19
2010-12-31,3.2682
2011-12-31,3.0209
2012-12-31,3.1
2013-12-31,2.769
2014-12-31,2.72
2015-12-31,2.9
2016-12-31,0.79
2017-12-31,1.1
2018-12-31,2.12
2019-12-31,0.28
2020-12-31,0.85
2021-12-31,5.04
2022-12-31,11.01
2023-12-31,3.57
2024-12-31,2.0226
2025-12-31,2.26
2026-03-31,0
