fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2012-12-31,USD,465709000,2039100000,1573391000,1573391000,205886000,247931000,26018000,273949000,None,None,None,567000,None,None,None,23857000,205217000,64323000,None,None,None,205784000,229641000,140753000
2013-12-31,USD,436481000,1767651000,1331170000,1331170000,210231000,204070000,21043000,225113000,None,None,None,462000,None,None,None,23030000,212489000,72011000,None,None,None,211368000,234398000,174527000
2014-12-31,USD,225362000,1589719000,1364357000,1364357000,-57515000,241699000,18747000,260446000,None,None,None,492000,None,None,None,36454000,-55692000,-29528000,None,-11890000,None,-24077000,12377000,-26529000
2015-12-31,USD,308157000,1757295000,1449138000,1449138000,21861000,239968000,16543000,256511000,None,None,647000,1059000,None,-597000,None,34932000,20205000,3671000,None,16534000,None,51646000,86578000,19141000
2016-12-31,USD,179200000,1578300000,1399100000,1399100000,-102800000,247100000,10400000,257500000,None,-2986000,4844000,3796000,None,-1570000,None,39583000,-108100000,6900000,None,-115082000,None,-104343000,-64760000,-115600000
2017-12-31,USD,99878000,1557735000,1457857000,1457857000,-281565000,259799000,9412000,269211000,None,-25795000,30177000,25933000,None,-6329000,None,30449000,-314199000,64816000,None,-379015000,None,-312014000,-281565000,-379824000
2018-12-31,USD,-129644000,1062388000,1192032000,1192032000,-426600000,223331000,3780000,227111000,None,-49369000,77911000,49613000,None,-79561000,None,28521000,-555801000,102224000,None,-658025000,None,-506188000,-477667000,-725292000
2019-12-31,USD,160258000,859111000,698853000,698853000,-29382000,179012000,2861000,189640000,None,-93978000,110580000,94901000,None,-162000,None,23605000,-124447000,5286000,None,-129733000,None,-80056000,-56451000,-121974000
2020-12-31,USD,165852000,566317000,400465000,400465000,-1737000,154624000,4379000,167589000,None,-60200000,600000,59796000,None,57615000,None,16805000,-3918000,8179000,None,-12097000,None,39407000,56212000,-10318000
2021-12-31,USD,175048000,710873000,535825000,535825000,19422000,164847000,1595000,155626000,None,-38862000,531000,33528000,None,47886000,None,18337000,27285000,-2028000,None,31538000,None,60813000,79150000,30894000
2022-12-31,USD,145135000,609437000,464302000,464302000,-1154000,152697000,2557000,146289000,None,-44342000,45000000,39797000,None,33643000,None,23992000,-5115000,9071000,None,-26584000,None,34682000,58674000,-22861000
2023-12-31,USD,176702000,727315000,550613000,550613000,16605000,150147000,7197000,160097000,None,-48703000,1192000,42571000,None,None,None,20996000,-65976000,9818000,None,-78633000,None,-23405000,-2409000,-197208000
2024-12-31,USD,177025000,717333000,540308000,540308000,25084000,141476000,5794000,151941000,None,-45332000,814000,46146000,None,None,None,16709000,-60790000,12172000,None,-72962000,None,-14644000,2065000,-59915000
2025-12-31,USD,143900000,587700000,443800000,443800000,22900000,119481000,1500000,121000000,None,-36046000,4561000,37500000,None,None,None,10100000,-24600000,8300000,None,-32848000,None,22900000,33000000,-36100000
