fiscalDateEnding,reportedEPS
1996-12-31,1.3
1997-12-31,1.29
1998-12-31,1.31
1999-12-31,1.26
2000-12-31,1.37
2001-12-31,1.09
2002-12-31,1.02
2003-12-31,0.8
2004-12-31,0.06
2005-12-31,0.47
2006-12-31,0.75
2007-12-31,0.63
2008-12-31,0.79
2009-12-31,0.41
2010-12-31,0.07
2011-12-31,0.09
2012-12-31,0.36
2013-12-31,0.95
2014-12-31,0.93
2015-12-31,1.03
2016-12-31,0.69
2017-12-31,0.85
2018-12-31,1.43
2019-12-31,1.8
2020-12-31,1.67
2021-12-31,1.76
2022-12-31,1.97
2023-12-31,2.58
2024-12-31,3.34
2025-12-31,4.23
2026-03-31,1.18
