fiscalDateEnding,reportedEPS
1996-12-31,0.27
1997-12-31,0.34
1998-12-31,0.38
1999-12-31,0.42
2000-12-31,0.56
2001-12-31,0.67
2002-12-31,0.88
2003-12-31,1.13
2004-12-31,1.43
2005-12-31,1.75
2006-12-31,2.02
2007-12-31,2.41
2008-12-31,2.83
2009-12-31,2.95
2010-12-31,3.33
2011-12-31,3.73
2012-12-31,4.08
2013-12-31,4.24
2014-12-31,4.73
2015-12-31,5.12
2016-12-31,5.8
2017-12-31,6.49
2018-12-31,7.31
2019-12-31,8.26
2020-12-31,7.43
2021-12-31,9.09
2022-12-31,9.34
2023-12-31,10.6
2024-12-31,12.19
2025-12-31,13.63
2026-03-31,0
